"1","Financial Year","30-09-2010","30-09-2011","30-09-2012","30-09-2013","30-09-2014","30-09-2015","30-09-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","29,886.48","28,771.71","24,362.63","30,367.82","39,311.67","38,308.02","38,880.61","30,891.98","15,491.20","13,369.37"
"3","Pretax Income","(413.13)","1,122.97","3,281.27","2,075.93","(64.67)","(528.39)","(1,502.85)","4,737.71","(3,116.16)","3,534.58"
"4","Net Income","177.15","1,098.13","3,652.68","1,431.87","(352.00)","(570.24)","(1,454.59)","3,910.16","(3,113.24)","1,928.64"
"5","Cash & Short-Term Investments","24,681.64","26,262.76","28,631.17","23,993.50","20,924.88","24,520.72","22,129.84","22,460.32","21,275.16","19,832.31"
"6","Cash Only","8,448.88","4,419.73","5,527.16","9,200.07","5,836.97","7,333.84","8,606.73","10,076.36","4,404.64","2,950.40"
"7","Total Accounts Receivables","11,995.75","10,772.59","11,135.79","8,353.20","8,622.54","7,118.31","6,604.79","4,123.64","1,933.54","1,459.03"
"8","Inventories","4,565.30","4,854.97","3,825.36","3,918.52","6,423.99","5,477.13","6,535.93","947.55","716.54","698.49"
"9","Net Property, Plant & Equipment","1,683.23","4,399.76","6,936.44","9,137.31","8,963.86","8,520.65","8,156.79","7,724.68","7,504.01","2,052.58"
"10","Short Term Debt","3,527.46","3,993.00","6,157.00","2,482.25","888.40","2,066.41","2,092.85","166.54","-","258.96"
"11","Long Term Debt","-","-","-","1,021.41","946.99","763.27","597.17","12.35","-","380.67"
"12","Net Operating Cash Flow","113.58","1,070.33","240.28","8,489.67","(1,036.21)","2,665.83","(2,234.19)","2,860.42","(617.65)","(997.44)"
"13","Capital Expenditures","(23.98)","(30.02)","(76.38)","(317.69)","(246.03)","(69.98)","(29.57)","(19.38)","(39.36)","(68.74)"
"14","Total Shares Outstanding (million)","84,480.00","84,480.00","84,480.00","84,480.00","84,480.00","84,480.00","84,480.00","84,480.00","84,480.00","84,480.00"
