"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","490,137.00","514,966.00","874,148.00","851,413.00","936,713.00","1,167,021.00","817,196.00","705,467.00","725,104.00","715,704.00"
"3","Pretax Income","181,575.00","178,571.00","188,173.00","192,616.00","168,475.00","200,979.00","211,278.00","201,862.00","179,032.00","126,666.00"
"4","Net Income","170,710.00","146,388.00","157,705.00","143,270.00","127,569.00","149,839.00","154,172.00","142,044.00","129,299.00","93,301.00"
"5","Cash & Short-Term Investments","247,841.00","194,327.00","469,093.00","455,724.00","891,744.00","677,444.00","693,458.00","734,967.00","819,556.00","897,206.00"
"6","Cash Only","7,765.00","-","-","21,124.00","27,954.00","16,843.00","7,571.00","29,309.00","694,704.00","8,939.00"
"7","Total Accounts Receivables","81,203.00","83,722.00","46,052.00","38,738.00","50,287.00","78,511.00","92,839.00","86,363.00","77,449.00","62,196.00"
"8","Inventories","16,700.00","12,373.00","5,880.00","3,014.00","440.00","6,563.00","4,544.00","4,470.00","-","3,705.00"
"9","Net Property, Plant & Equipment","290,880.00","415,716.00","350,395.00","366,536.00","335,345.00","316,096.00","299,191.00","285,827.00","370,366.00","365,688.00"
"10","Accrued Payable","13,254.00","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","73,367.00","77,904.00","101,499.00","104,416.00","101,964.00","116,384.00","128,848.00","115,393.00","138,861.00","170,627.00"
"12","Long Term Debt","1,065,197.00","995,020.00","995,982.00","879,989.00","1,450,915.00","1,588,222.00","1,584,885.00","1,438,505.00","1,391,607.00","1,266,198.00"
"13","Net Operating Cash Flow","132,184.00","239,450.00","65,286.00","182,032.00","176,995.00","192,549.00","165,323.00","244,881.00","374,941.00","326,488.00"
"14","Capital Expenditures","(22,835.00)","(158,360.00)","(126,243.00)","(348,908.00)","(334,735.00)","(528,133.00)","(52,383.00)","(49,227.00)","(55,999.00)","(19,866.00)"
"15","Total Shares Outstanding (million)","400,000.00","400,000.00","460,000.00","460,000.00","460,000.00","460,000.00","460,000.00","460,000.00","460,000.00","460,000.00"
