"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","402,582.00","485,935.00","365,826.00","140,181.00","419,409.00","627,236.00","455,202.00","375,265.00","272,078.00","626,610.00"
"3","Pretax Income","35,562.00","40,507.00","21,225.00","2,340.00","35,960.00","41,979.00","27,249.00","9,515.00","24,479.00","91,002.00"
"4","Net Income","33,482.00","31,639.00","16,350.00","2,193.00","24,043.00","30,200.00","20,241.00","8,324.00","19,296.00","64,727.00"
"5","Cash & Short-Term Investments","523,197.00","692,638.00","672,342.00","674,204.00","603,186.00","640,084.00","190,739.00","260,794.00","234,263.00","98,845.00"
"6","Cash Only","39,938.00","178,192.00","49,322.00","37,182.00","39,026.00","67,692.00","67,576.00","73,407.00","71,472.00","-"
"7","Total Accounts Receivables","1,061,200.00","992,113.00","972,500.00","801,374.00","918,684.00","1,067,973.00","971,939.00","986,500.00","813,338.00","869,787.00"
"8","Inventories","27,149.00","25,094.00","26,060.00","35,370.00","36,499.00","34,256.00","38,008.00","38,976.00","36,056.00","46,164.00"
"9","Net Property, Plant & Equipment","148,365.00","138,507.00","130,052.00","121,834.00","115,532.00","107,415.00","108,049.00","104,484.00","100,685.00","124,750.00"
"10","Accrued Payable","878,417.00","193,676.00","858,203.00","789,384.00","812,231.00","955,231.00","883,109.00","831,752.00","779,955.00","891,416.00"
"11","Short Term Debt","182,381.00","235,907.00","260,075.00","219,101.00","218,289.00","233,712.00","239,786.00","18,000.00","84,046.00","92,524.00"
"12","Long Term Debt","50,879.00","61,553.00","61,107.00","76,177.00","74,862.00","72,729.00","74,632.00","194,672.00","152,491.00","152,547.00"
"13","Net Operating Cash Flow","3,232.00","102,135.00","18,809.00","104,770.00","(55,034.00)","24,752.00","37,916.00","(76,086.00)","154,289.00","122,206.00"
"14","Capital Expenditures","(3,239.00)","1,535.00","(394.00)","(102.00)","(2,042.00)","(855.00)","(924.00)","151.00","(1,494.00)","(32,553.00)"
"15","Total Shares Outstanding (million)","1,289,359.11","1,289,359.11","1,289,359.11","1,289,359.11","1,289,359.11","1,289,359.11","1,289,359.11","1,289,359.11","1,289,359.11","1,289,359.11"
