"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","30-06-2018","30-06-2019","30-06-2020"
"2","Sales/Revenue","6,602.92","4,846.18","5,050.17","5,405.67","6,128.55","4,418.56","3,361.53","13,388.53","5,697.37","8,653.00"
"3","Pretax Income","(1,114.76)","(571.42)","421.56","(1,195.07)","(352.19)","(1,380.32)","(2,070.47)","(1,544.83)","1,637.40","(3,932.00)"
"4","Net Income","(1,174.81)","(521.37)","170.61","(1,414.93)","(609.49)","(1,163.87)","(1,115.52)","(1,578.06)","1,646.54","(3,932.00)"
"5","Cash & Short-Term Investments","79.93","127.98","1,854.83","1,025.87","2,889.46","966.87","2,404.66","1,633.15","895.14","382.00"
"6","Cash Only","79.93","127.98","1,818.21","1,025.87","2,889.46","966.87","2,404.66","981.13","895.14","382.00"
"7","Total Accounts Receivables","4,004.60","2,220.85","3,176.84","3,994.69","4,433.72","5,341.83","3,874.48","25,121.68","30,293.47","27,270.00"
"8","Net Property, Plant & Equipment","292.99","161.67","118.73","288.43","224.69","152.09","89.39","146.85","2,165.17","2,443.00"
"9","Short Term Debt","-","-","-","-","-","-","-","47.01","-","155.00"
"10","Long Term Debt","-","-","-","-","-","-","-","44.83","-","588.00"
"11","Net Operating Cash Flow","(357.06)","39.39","383.38","(494.83)","(791.84)","(1,654.56)","(482.38)","(3,854.73)","(3,508.51)","(1,092.00)"
"12","Capital Expenditures","(17.14)","(4.28)","(103.83)","(278.29)","(17.59)","(9.04)","(24.32)","(1,953.49)","(5,558.87)","(216.00)"
"13","Total Shares Outstanding (million)","108,918.00","108,918.00","119,810.00","119,810.18","131,791.05","131,791.05","144,970.12","598,956.39","707,176.39","707,176.39"
