"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","18,133.64","87,608.71","79,202.58","88,870.69","106,104.24","169,938.53","160,287.69","234,025.77","327,488.50","394,684.00"
"3","Pretax Income","2,069.64","32,546.69","23,005.00","21,555.79","24,807.02","50,022.89","55,730.08","60,919.92","86,502.06","113,100.00"
"4","Net Income","1,940.55","31,812.94","22,226.46","20,489.78","24,062.75","49,108.54","44,321.80","64,848.86","83,019.14","105,484.00"
"5","Cash & Short-Term Investments","27,682.74","43,320.23","42,557.06","43,929.32","40,458.21","60,629.23","63,984.68","110,105.87","151,618.58","148,850.00"
"6","Cash Only","1,368.89","2,527.00","8,071.65","14,964.50","13,966.82","22,179.32","31,733.25","77,595.10","66,539.50","23,189.00"
"7","Total Accounts Receivables","5,738.90","18,155.13","21,662.55","39,278.17","52,000.92","70,232.76","75,973.02","105,292.30","125,570.09","158,172.00"
"8","Inventories","4,499.98","14,053.18","22,990.78","27,972.48","36,977.84","50,266.12","56,554.50","65,146.18","71,783.77","103,696.00"
"9","Net Property, Plant & Equipment","7,949.22","13,411.87","27,917.57","30,060.18","31,939.22","35,021.20","35,820.03","91,245.76","132,929.18","155,144.00"
"10","Accrued Payable","-","-","-","-","11,913.14","27,519.07","20,689.45","46,858.33","-","-"
"11","Short Term Debt","-","-","423.61","1,249.43","1,337.77","1,406.99","1,724.62","5,075.50","3,482.86","3,145.00"
"12","Long Term Debt","-","-","8,195.86","11,339.16","10,854.14","3,172.35","2,178.88","27,032.95","55,021.34","53,089.00"
"13","Net Operating Cash Flow","2,926.74","20,888.81","10,491.79","3,076.99","7,953.25","34,421.07","14,013.61","80,338.69","66,762.94","47,312.00"
"14","Capital Expenditures","(527.10)","(3,575.71)","(16,526.86)","(3,900.35)","(3,784.60)","(6,093.24)","(4,686.17)","(59,228.42)","(46,534.13)","(28,124.00)"
"15","Total Shares Outstanding (million)","232,500.00","228,428.00","232,270.00","231,260.00","462,485.60","465,470.40","466,845.80","468,693.10","470,159.60","470,582.20"
