"1","Financial Year","31-07-2012","31-07-2013","31-07-2014","31-07-2015","31-07-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","39,408.44","45,503.97","35,723.00","34,694.82","36,970.03","31,038.21","29,837.76","14,213.57","15,028.77","23,600.00"
"3","Pretax Income","(13,518.16)","1,519.90","(10,393.43)","(4,783.05)","(14,382.66)","(13,398.68)","(17,091.39)","(15,028.35)","(13,392.68)","(9,215.00)"
"4","Net Income","(11,624.17)","1,075.73","(8,959.39)","(9,981.12)","(14,278.16)","(12,798.18)","(17,108.95)","(16,392.77)","(13,388.22)","(10,393.00)"
"5","Cash & Short-Term Investments","1,852.63","4,453.03","2,472.05","2,210.35","8,655.03","39,805.01","31,361.31","10,353.22","5,760.00","9,387.00"
"6","Cash Only","-","-","-","-","-","-","10,007.70","7,342.04","5,760.00","9,387.00"
"7","Total Accounts Receivables","15,217.04","15,170.95","10,751.26","11,358.49","12,805.91","9,276.78","12,455.68","22,026.98","19,648.00","18,491.00"
"8","Inventories","44,838.00","44,174.54","38,986.15","29,667.52","15,836.63","11,496.41","7,472.55","1,064.08","2,962.00","807.00"
"9","Net Property, Plant & Equipment","25,045.79","23,454.95","22,454.19","21,674.55","17,940.67","1,900.08","2,049.04","2,029.63","1,448.00","674.00"
"10","Short Term Debt","14,626.96","14,851.33","13,949.40","9,822.62","9,864.01","2,064.96","83.27","267.31","344.00","173.00"
"11","Long Term Debt","250.29","83.18","-","-","139.57","93.40","260.93","536.43","-","-"
"12","Net Operating Cash Flow","4,756.88","3,080.02","(186.52)","3,952.75","416.57","(14,496.39)","(16,434.42)","(10,623.85)","(4,517.00)","(3,696.00)"
"13","Capital Expenditures","(1,411.16)","(615.20)","(833.35)","(711.21)","(273.27)","(5,123.77)","(3,652.14)","(2,234.39)","(206.00)","(12.00)"
"14","Total Shares Outstanding (million)","124,708.00","311,228.69","311,228.69","311,228.69","343,175.18","412,500.00","412,500.00","468,025.76","1,872,649.45","2,164,246.75"
