"1","Financial Year","30-09-2012","30-09-2013","30-09-2014","30-09-2015","30-09-2016","30-09-2017","30-09-2018","30-09-2019","31-03-2020","31-03-2021"
"2","Sales/Revenue","179,295.00","207,511.00","218,444.00","219,625.00","224,224.00","280,415.00","293,005.00","217,505.00","225,473.00","35,150.00"
"3","Pretax Income","49,448.00","43,810.00","35,466.00","37,123.00","45,182.00","51,365.00","25,411.00","(25,468.00)","(70,569.00)","(148,011.00)"
"4","Net Income","47,834.00","53,093.00","29,139.00","32,129.00","33,129.00","38,029.00","28,066.00","(41,734.00)","(83,296.00)","(161,638.00)"
"5","Cash & Short-Term Investments","21,957.00","2,463.00","11,192.00","13,403.00","2,225.00","24,363.00","5,860.00","19,309.00","11,235.00","16,539.00"
"6","Cash Only","12,927.00","2,463.00","11,192.00","12,923.00","2,152.00","16,363.00","5,860.00","13,653.00","11,235.00","12,293.00"
"7","Total Accounts Receivables","76,667.00","123,742.00","139,649.00","146,974.00","197,645.00","233,602.00","316,812.00","183,464.00","124,558.00","142,471.00"
"8","Inventories","28,818.00","48,516.00","60,294.00","83,642.00","138,846.00","186,766.00","221,015.00","248,421.00","271,903.00","115,516.00"
"9","Net Property, Plant & Equipment","161,915.00","223,973.00","360,953.00","352,960.00","379,904.00","422,902.00","516,677.00","478,998.00","492,756.00","493,841.00"
"10","Accrued Payable","-","-","-","-","-","-","-","255,295.00","230,499.00","193,002.00"
"11","Short Term Debt","15,060.00","24,891.00","18,563.00","20,436.00","84,653.00","166,188.00","191,729.00","219,525.00","182,961.00","456,359.00"
"12","Long Term Debt","29,836.00","58,134.00","134,567.00","131,578.00","191,627.00","222,483.00","254,663.00","243,596.00","252,476.00","6,312.00"
"13","Net Operating Cash Flow","38,784.00","21,280.00","19,928.00","203.00","(68,900.00)","(25,279.00)","(31,324.00)","(48,262.00)","22,062.00","3,650.00"
"14","Capital Expenditures","(64,833.00)","(73,593.00)","(49,800.00)","(20,323.00)","(48,779.00)","(54,632.00)","(95,577.00)","(629.00)","(20,849.00)","(3,013.00)"
"15","Total Shares Outstanding (million)","440,000.00","484,000.48","484,000.48","532,522.63","538,021.65","547,778.66","557,853.99","557,681.00","557,681.09","557,681.00"
