"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","55,163.00","111,632.00","132,125.63","77,433.00","14,427.00","39,973.00","59,234.10","34,171.00","55,471.00","70,079.00"
"3","Pretax Income","7,472.00","11,900.00","17,660.59","4,594.00","(14,421.00)","(12,434.00)","(5,696.91)","(4,431.00)","1,198.00","(5,114.00)"
"4","Net Income","7,154.00","11,179.00","14,713.20","3,600.00","(14,029.00)","(11,901.00)","(6,406.71)","(4,782.00)","601.00","(5,566.00)"
"5","Cash & Short-Term Investments","44,619.00","52,937.00","54,048.00","71,203.00","58,980.00","43,810.00","39,179.00","27,652.00","36,774.00","27,098.00"
"6","Cash Only","39,424.00","37,563.00","40,074.00","-","-","30,005.00","25,748.00","27,652.00","36,774.00","-"
"7","Total Accounts Receivables","128,858.00","157,805.00","177,483.00","194,821.00","145,050.00","139,173.00","112,317.00","110,383.00","124,783.00","145,962.00"
"8","Inventories","3,687.00","3,208.00","4,232.00","6,141.00","5,431.00","4,180.00","3,595.00","3,674.00","5,096.00","3,554.00"
"9","Net Property, Plant & Equipment","198,460.00","227,093.00","223,894.00","201,603.00","192,785.00","178,854.00","162,723.00","155,106.00","141,870.00","132,120.00"
"10","Short Term Debt","3,895.00","17,367.00","8,475.00","16,488.00","18,125.00","16,645.00","15,466.00","12,922.00","14,457.00","17,848.00"
"11","Long Term Debt","5,989.00","5,716.00","24,779.00","25,087.00","23,494.00","21,459.00","19,357.00","18,381.00","15,881.00","1,793.00"
"12","Net Operating Cash Flow","27,144.00","42,347.00","3,718.00","24,648.00","(649.00)","(4,825.00)","517.00","7,075.00","8,685.00","(4,270.00)"
"13","Capital Expenditures","(8,262.00)","(37,246.00)","(11,508.00)","(15,608.00)","(7,076.00)","(5,136.00)","(1,727.00)","(714.00)","446.00","(1,988.00)"
"14","Total Shares Outstanding (million)","1,546,243.00","1,547,942.00","1,548,246.00","1,543,461.20","1,543,461.20","1,543,461.20","1,543,461.20","1,543,461.20","1,543,461.20","1,543,460.90"
