"1","Financial Year","30-06-2019       1","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2"
"2","Sales/Revenue","17,423.00","19,503.00","16,272.00","14,535.81","14,619.00","15,097.00","16,443.00","16,970.59","19,832.00","18,291.00"
"3","Pretax Income","409.00","1,343.00","(107.00)","(612.17)","821.00","(116.00)","638.00","1,786.05","1,032.00","1,196.00"
"4","Net Income","327.00","913.00","(357.00)","(272.63)","687.00","(357.00)","553.00","1,313.89","792.00","874.00"
"5","Cash & Short-Term Investments","7,994.00","10,082.00","7,373.00","7,616.00","7,535.00","8,854.00","9,366.00","10,946.00","10,223.00","11,712.00"
"6","Cash Only","6,767.00","8,780.00","6,685.00","6,808.00","6,527.00","7,848.00","6,958.00","7,823.00","7,088.00","7,758.00"
"7","Total Accounts Receivables","16,490.00","14,763.00","15,728.00","15,365.00","14,304.00","16,847.00","18,044.00","14,257.00","19,582.00","19,977.00"
"8","Inventories","11,035.00","11,666.00","12,615.00","11,405.00","11,508.00","10,105.00","9,209.00","10,253.00","11,670.00","12,505.00"
"9","Net Property, Plant & Equipment","35,872.00","35,733.00","34,551.00","35,302.00","34,408.00","33,424.00","32,521.00","59,262.00","58,631.00","57,707.00"
"10","Accrued Payable","-","-","-","-","10,197.00","8,650.00","9,692.00","10,877.00","13,258.00","12,368.00"
"11","Short Term Debt","6,636.00","6,455.00","6,406.00","6,645.00","5,660.00","6,184.00","4,258.00","5,777.00","8,176.00","9,128.00"
"12","Long Term Debt","3,622.00","2,781.00","2,736.00","2,490.00","2,431.00","4,546.00","4,230.00","24,734.00","23,925.00","23,623.00"
"13","Net Operating Cash Flow","1,712.00","4,165.00","(2,365.00)","2,195.00","1,408.00","(647.00)","2,902.00","6,209.00","(2,027.00)","173.00"
"14","Capital Expenditures","(572.00)","(1,061.00)","(170.00)","(1,394.00)","(340.00)","(357.00)","(411.00)","(28,167.00)","(741.00)","(324.00)"
"15","Total Shares Outstanding (million)","239,886.19","239,886.19","239,886.19","239,566.19","239,566.19","239,926.19","243,026.39","245,095.19","246,896.19","246,896.19"
