"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","4,745,524.00","5,079,177.00","5,339,481.00","5,572,186.00","5,271,047.00","5,509,538.00","6,010,281.00","6,457,085.00","6,355,699.00","6,738,388.00"
"3","Pretax Income","105,166.00","190,445.00","80,415.00","51,009.00","68,897.00","70,721.00","60,552.00","60,958.00","74,510.00","126,883.00"
"4","Net Income","77,762.00","174,828.00","59,911.00","36,836.00","50,467.00","52,081.00","44,584.00","39,047.00","48,888.00","91,275.00"
"5","Cash & Short-Term Investments","54,148.00","111,995.00","93,923.00","106,905.00","125,871.00","63,036.00","101,970.00","22,059.00","55,402.00","109,477.00"
"6","Cash Only","50,116.00","60,195.00","53,016.00","76,692.00","65,871.00","63,036.00","101,970.00","22,059.00","-","109,477.00"
"7","Total Accounts Receivables","789,527.00","840,285.00","891,684.00","1,099,524.00","1,086,398.00","1,158,845.00","1,285,173.00","1,375,085.00","1,351,539.00","1,306,135.00"
"8","Inventories","382,057.00","397,325.00","473,889.00","563,784.00","603,162.00","612,110.00","734,523.00","741,045.00","741,735.00","720,602.00"
"9","Net Property, Plant & Equipment","38,310.00","20,110.00","19,582.00","34,240.00","31,664.00","27,316.00","26,595.00","164,745.00","140,416.00","141,700.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","1,299,391.00","1,296,890.00"
"11","Short Term Debt","108,054.00","52,195.00","20,100.00","88,200.00","82,932.00","-","29,000.00","31,572.00","111,288.00","477,738.00"
"12","Long Term Debt","44,635.00","-","-","-","-","30,392.00","32,192.00","631,832.00","572,129.00","115,238.00"
"13","Net Operating Cash Flow","(8,710.00)","63,576.00","56,499.00","(19,184.00)","46,478.00","9,779.00","32,072.00","3,601.00","40,445.00","197,370.00"
"14","Capital Expenditures","(5,960.00)","(14,671.00)","(7,282.00)","(21,193.00)","(7,530.00)","(5,135.00)","(8,196.00)","(12,363.00)","(10,967.00)","(8,988.00)"
"15","Total Shares Outstanding (million)","157,658.00","157,658.00","157,658.00","157,658.00","157,658.00","157,658.00","157,658.00","157,658.00","157,658.00","157,658.00"
