"1","Financial Year","31-12-2008","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","30-06-2016","30-06-2017","30-06-2018"
"2","Sales/Revenue","124,959.00","72,924.00","78,571.00","80,677.00","85,611.00","80,793.00","70,800.00","107,703.00","73,654.00","70,814.00"
"3","Pretax Income","(36,237.00)","(98.00)","(3,911.00)","3,655.00","8,685.00","19,111.00","2,292.00","17,832.00","(12,084.00)","(3,742.00)"
"4","Net Income","(39,361.00)","(1,186.00)","(4,469.00)","2,740.00","7,998.00","18,605.00","1,467.00","15,487.00","(12,410.00)","(3,224.00)"
"5","Cash & Short-Term Investments","304,563.00","102,687.00","89,189.00","60,629.00","99,482.00","140,998.00","134,292.00","98,980.00","96,062.00","93,523.00"
"6","Cash Only","11,615.00","5,787.00","8,985.00","8,652.00","7,392.00","14,398.00","11,529.00","-","-","-"
"7","Total Accounts Receivables","33,865.00","19,069.00","15,252.00","19,669.00","20,746.00","19,131.00","17,924.00","21,487.00","19,548.00","19,125.00"
"8","Inventories","22,592.00","22,577.00","17,493.00","18,775.00","17,009.00","15,598.00","17,363.00","15,141.00","13,253.00","13,158.00"
"9","Net Property, Plant & Equipment","25,990.00","26,481.00","48,609.00","46,749.00","48,328.00","30,991.00","30,369.00","30,035.00","31,624.00","31,708.00"
"10","Accrued Payable","-","-","-","-","-","-","-","13,511.00","10,674.00","11,883.00"
"11","Short Term Debt","-","-","37,458.00","14,391.00","14,350.00","7,562.00","383.00","42.00","-","-"
"12","Long Term Debt","-","-","450.00","349.00","263.00","179.00","114.00","54.00","-","-"
"13","Net Operating Cash Flow","(11,751.00)","6,104.00","(2,516.00)","644.00","5,730.00","3,906.00","1,866.00","6,548.00","(538.00)","420.00"
"14","Capital Expenditures","(1,258.00)","(19,912.00)","(2,553.00)","(821.00)","(1,236.00)","(1,406.00)","(766.00)","(1,898.00)","(3,134.00)","(2,027.00)"
"15","Total Shares Outstanding (million)","708,597.00","708,597.00","708,597.00","708,597.00","708,397.00","708,397.00","708,397.00","708,397.20","708,397.20","708,397.20"
