"1","Financial Year","31-03-2010","31-03-2011","31-03-2012","31-03-2013","31-03-2014","30-09-2015","30-09-2016","30-09-2017","30-09-2018","30-09-2019"
"2","Sales/Revenue","19,312.00","20,458.00","17,961.00","18,497.00","35,462.00","135,479.00","202,401.00","398,479.00","491,479.00","534,257.00"
"3","Pretax Income","2,786.00","3,184.00","2,567.00","1,721.00","2,500.00","19,018.00","54,204.00","138,009.00","165,713.00","203,299.00"
"4","Net Income","1,909.00","2,288.00","1,687.00","976.00","3,564.00","15,103.00","43,839.00","90,748.00","101,597.00","135,465.00"
"5","Cash & Short-Term Investments","7,049.00","8,044.00","10,695.00","27,314.00","33,499.00","89,195.00","91,881.00","169,176.00","156,771.00","133,134.00"
"6","Cash Only","2,630.00","3,510.00","2,808.00","21,260.00","11,990.00","77,440.00","34,350.00","88,769.00","103,236.00","87,093.00"
"7","Total Accounts Receivables","18,533.00","25,380.00","29,876.00","21,831.00","7,949.00","67,522.00","153,471.00","126,550.00","220,693.00","295,690.00"
"8","Inventories","2,983.00","3,293.00","4,082.00","4,151.00","53,092.00","228,053.00","441,942.00","335,877.00","378,756.00","320,912.00"
"9","Net Property, Plant & Equipment","3,497.00","3,907.00","3,496.00","3,377.00","3,593.00","8,908.00","5,421.00","23,414.00","29,578.00","35,258.00"
"10","Accrued Payable","-","-","-","-","1,701.00","288,012.00","44,199.00","-","-","-"
"11","Short Term Debt","11,801.00","9,375.00","896.00","-","-","2,614.00","8,808.00","14,626.00","5,324.00","13,879.00"
"12","Long Term Debt","-","-","-","-","-","28,875.00","212,555.00","166,722.00","234,650.00","172,861.00"
"13","Net Operating Cash Flow","14,220.00","3,197.00","11,099.00","17,639.00","6,351.00","(15,005.00)","(176,578.00)","150,724.00","(51,583.00)","27,116.00"
"14","Capital Expenditures","(445.00)","(63.00)","(189.00)","(514.00)","(851.00)","(5,910.00)","(666.00)","(20,197.00)","(6,782.00)","(7,415.00)"
"15","Total Shares Outstanding (million)","229,728.00","229,728.00","229,728.00","229,728.00","279,069.89","735,487.00","798,831.29","798,836.00","798,834.30","895,917.30"
