"1","Financial Year","31-07-2010","31-07-2011","31-07-2012","31-07-2013","31-07-2014","31-07-2015","31-07-2016","31-07-2017","31-07-2018","31-12-2019"
"2","Sales/Revenue","38,493.76","48,239.09","55,703.57","47,769.80","51,728.88","44,584.34","37,300.64","30,673.64","42,523.51","47,341.71"
"3","Pretax Income","9,650.25","9,575.96","11,247.62","7,315.41","8,857.02","6,313.02","3,629.64","557.68","151.41","4,543.41"
"4","Net Income","7,324.31","7,383.97","8,256.76","5,243.84","6,491.26","4,413.44","2,526.06","222.34","(396.74)","4,264.97"
"5","Cash & Short-Term Investments","12,989.46","14,201.19","11,223.76","14,478.52","11,853.52","14,972.89","12,779.45","8,866.55","5,608.09","9,397.20"
"6","Cash Only","3,431.78","8,635.49","4,601.29","7,043.60","8,413.06","-","-","-","-","-"
"7","Total Accounts Receivables","10,154.03","11,194.21","12,489.07","10,841.81","11,389.40","12,957.31","10,644.61","9,244.99","12,617.39","6,112.52"
"8","Inventories","6,027.23","8,007.96","11,375.61","7,973.93","8,636.69","9,670.16","10,463.08","9,650.08","9,030.82","8,236.86"
"9","Net Property, Plant & Equipment","15,651.36","19,254.35","18,984.27","18,044.72","19,604.24","24,422.32","25,925.01","31,272.71","32,559.26","50,026.37"
"10","Accrued Payable","-","-","-","-","-","8,662.90","6,369.52","3,114.88","5,013.93","5,953.01"
"11","Short Term Debt","115.82","214.70","226.27","220.16","186.11","1,121.80","1,109.95","1,134.46","1,375.79","1,676.33"
"12","Long Term Debt","57.73","303.05","386.58","308.20","273.45","10,754.37","11,783.15","15,903.34","15,859.60","16,339.89"
"13","Net Operating Cash Flow","4,951.15","9,911.69","6,558.59","9,714.05","7,854.44","6,456.75","4,470.88","1,461.22","1,634.54","339.83"
"14","Capital Expenditures","(4,032.34)","(4,152.47)","(2,067.80)","(1,351.90)","(3,987.29)","(6,655.53)","(3,614.74)","(6,613.87)","(2,715.19)","(4,912.36)"
"15","Total Shares Outstanding (million)","330,000.00","333,682.00","333,740.00","333,740.00","333,740.00","333,740.00","333,740.00","333,740.00","333,740.00","333,740.00"
