"1","Financial Year","31-07-2019       1","31-10-2019       2","31-01-2020       3","30-04-2020       4","31-07-2020       1","31-10-2020       2","31-01-2021       3","30-04-2021       4","31-07-2021       1","31-10-2021       2"
"2","Sales/Revenue","58,834.00","55,406.00","51,875.00","36,172.53","53,396.00","66,827.00","66,206.00","66,679.32","45,757.00","75,128.00"
"3","Pretax Income","2,149.00","1,624.00","682.00","(128.66)","3,797.00","3,721.00","5,627.00","3,597.09","(424.00)","6,483.00"
"4","Net Income","996.00","986.00","733.00","(107.88)","2,496.00","2,321.00","4,052.00","3,020.96","(260.00)","4,537.00"
"5","Cash & Short-Term Investments","35,019.00","40,605.00","42,054.00","41,658.00","48,475.00","53,072.00","41,763.00","45,439.00","45,712.00","41,924.00"
"6","Cash Only","35,019.00","40,605.00","42,054.00","41,658.00","48,475.00","53,072.00","41,763.00","45,439.00","45,712.00","41,924.00"
"7","Total Accounts Receivables","36,919.00","35,533.00","32,509.00","26,774.00","36,993.00","42,551.00","53,362.00","50,394.00","32,945.00","59,555.00"
"8","Inventories","16,853.00","14,371.00","13,777.00","15,925.00","15,370.00","16,037.00","20,277.00","22,973.00","25,158.00","28,277.00"
"9","Net Property, Plant & Equipment","103,361.00","102,968.00","99,903.00","101,929.00","98,701.00","97,350.00","95,485.00","97,249.00","101,537.00","102,123.00"
"10","Accrued Payable","29,746.00","29,862.00","26,431.00","21,925.00","31,797.00","39,911.00","41,565.00","38,331.00","28,102.00","45,257.00"
"11","Short Term Debt","25,116.00","26,488.00","27,585.00","32,846.00","23,305.00","24,666.00","23,811.00","29,505.00","26,529.00","31,332.00"
"12","Long Term Debt","21,765.00","20,480.00","19,617.00","14,523.00","24,346.00","22,301.00","20,859.00","20,554.00","22,446.00","21,196.00"
"13","Net Operating Cash Flow","9,572.00","7,848.00","5,244.00","2,970.00","7,337.00","7,857.00","(5,695.00)","2,932.00","8,303.00","(3,682.00)"
"14","Capital Expenditures","(889.00)","(795.00)","(754.00)","(2,459.00)","(408.00)","(2,312.00)","(1,795.00)","(2,433.00)","(4,042.00)","(1,928.00)"
"15","Total Shares Outstanding (million)","108,900.00","108,900.00","108,900.00","108,900.00","108,900.00","108,900.00","108,900.00","108,900.00","108,900.00","108,900.00"
