"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","396,328.30","458,862.88","400,162.20","418,821.16","479,562.00","317,758.00","287,532.00","246,977.00","228,369.00","225,302.00"
"3","Pretax Income","51,013.90","50,274.38","19,959.68","17,729.15","25,478.00","(8,421.00)","55,021.00","48,273.00","(50,226.00)","(18,113.00)"
"4","Net Income","34,855.34","33,716.19","12,530.97","13,869.29","20,250.00","(13,423.00)","50,555.00","43,679.00","(48,229.00)","(12,242.00)"
"5","Cash & Short-Term Investments","12,001.59","43,414.95","21,169.14","45,146.25","35,878.00","8,043.00","14,723.00","15,885.00","12,443.00","18,549.00"
"6","Cash Only","10,481.96","27,064.27","10,954.00","18,381.38","35,878.00","8,043.00","14,723.00","15,885.00","12,443.00","18,549.00"
"7","Total Accounts Receivables","16,348.13","16,465.34","20,772.60","26,243.33","21,084.00","25,134.00","24,456.00","27,170.00","23,141.00","16,729.00"
"8","Inventories","22,607.19","34,321.30","34,713.77","19,785.15","22,436.00","25,637.00","16,366.00","22,445.00","21,110.00","18,740.00"
"9","Net Property, Plant & Equipment","330,361.16","320,308.07","386,400.54","448,392.74","513,768.00","572,903.00","616,877.00","870,173.00","773,713.00","1,231,892.00"
"10","Accrued Payable","-","-","-","-","47,922.00","76,994.00","44,144.00","59,983.00","81,730.00","83,996.00"
"11","Short Term Debt","28,327.14","25,858.00","99,273.04","66,605.83","124,694.00","173,655.00","164,703.00","273,127.00","445,134.00","466,350.00"
"12","Long Term Debt","27,479.01","52,640.42","93,997.11","157,106.79","163,960.00","214,556.00","182,974.00","144,361.00","774.00","2,333.00"
"13","Net Operating Cash Flow","43,607.74","28,045.31","29,424.07","36,289.62","8,123.00","40,530.00","40,475.00","27,864.00","11,543.00","10,294.00"
"14","Capital Expenditures","(43,508.11)","(16,700.84)","(77,914.40)","(63,407.20)","(77,708.00)","(86,757.00)","(41,608.00)","(27,393.00)","(34,560.00)","(33,792.00)"
"15","Total Shares Outstanding (million)","120,000.00","120,000.00","120,000.00","120,000.00","119,912.90","119,817.40","118,483.00","118,408.80","119,983.10","116,863.00"
