"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","185,613.00","200,307.00","147,054.00","144,986.00","162,669.00","162,718.00","142,711.00","124,851.00","119,158.00","160,613.00"
"3","Pretax Income","4,851.00","(32,256.00)","(34,982.00)","(13,539.00)","(7,582.00)","(18,428.00)","19,158.00","(40,986.00)","(19,530.00)","(104,136.00)"
"4","Net Income","5,605.00","(28,374.00)","(34,075.00)","(11,982.00)","(6,808.00)","(21,333.00)","18,808.00","(49,244.00)","(19,146.00)","(103,982.00)"
"5","Cash & Short-Term Investments","47,632.00","46,665.00","50,772.00","40,082.00","43,468.00","46,411.00","108,727.00","66,226.00","53,234.00","66,115.00"
"6","Cash Only","31,459.00","37,090.00","42,167.00","31,490.00","36,608.00","34,696.00","91,870.00","59,360.00","46,328.00","59,231.00"
"7","Total Accounts Receivables","177,759.00","192,389.00","143,407.00","155,701.00","156,700.00","148,586.00","159,099.00","182,359.00","192,006.00","125,767.00"
"8","Inventories","20,737.00","17,076.00","17,014.00","14,069.00","16,641.00","14,532.00","17,343.00","17,565.00","19,161.00","2,678.00"
"9","Net Property, Plant & Equipment","3,686.00","4,395.00","4,089.00","3,918.00","4,493.00","10,436.00","12,299.00","12,014.00","16,269.00","8,874.00"
"10","Short Term Debt","8,884.00","8,490.00","12,255.00","9,087.00","10,604.00","8,929.00","10,336.00","9,325.00","8,647.00","8,289.00"
"11","Long Term Debt","-","273,025.00","278,289.00","283,599.00","187.00","186.00","1,998.00","1,998.00","8,609.00","9,384.00"
"12","Net Operating Cash Flow","(3,294.00)","(6,494.00)","(1,250.00)","(37,590.00)","31,101.00","(7,515.00)","(21,010.00)","(35,783.00)","(37,869.00)","(8,469.00)"
"13","Capital Expenditures","(390.00)","(22.00)","(320.00)","(291.00)","(1,191.00)","(6,895.00)","(408.00)","(951.00)","(5,217.00)","6,180.00"
"14","Total Shares Outstanding (million)","-","925,845.48","928,250.18","1,001,341.03","1,101,714.03","1,156,714.03","1,250,815.69","1,251,700.79","1,345,407.59","1,395,459.93"
