"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","877,413.00","770,280.00","717,321.00","615,195.00","707,875.00","760,097.00","584,009.00","577,203.00","763,048.00","1,049,984.00"
"3","Pretax Income","183,717.00","359,258.00","89,783.00","95,100.00","276,081.00","732,670.00","(50,973.00)","(135,370.00)","83,281.00","344,799.00"
"4","Net Income","130,750.00","333,164.00","57,158.00","78,610.00","227,791.00","665,238.00","(51,781.00)","(144,008.00)","42,952.00","241,293.00"
"5","Cash & Short-Term Investments","7,514.00","32,302.00","430,884.00","427,258.00","424,570.00","15,818.00","57,799.00","20,468.00","44,044.00","82,202.00"
"6","Cash Only","3,764.00","11,764.00","4,814.00","12,694.00","66,404.00","9,047.00","8,473.00","18,588.00","23,107.00","82,202.00"
"7","Total Accounts Receivables","414,535.00","408,428.00","49,844.00","60,027.00","90,280.00","171,777.00","125,227.00","80,906.00","68,414.00","55,203.00"
"8","Inventories","46,201.00","42,983.00","32,676.00","44,229.00","24,462.00","26,085.00","36,034.00","50,842.00","54,240.00","62,409.00"
"9","Net Property, Plant & Equipment","1,113,920.00","2,642,206.00","2,669,983.00","2,642,910.00","2,573,029.00","2,540,967.00","3,609,300.00","4,017,491.00","3,929,097.00","3,784,069.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","159,096.00"
"11","Short Term Debt","679,047.00","737,355.00","690,915.00","789,522.00","801,152.00","140,016.00","744,600.00","722,246.00","678,643.00","537,748.00"
"12","Long Term Debt","-","240,000.00","150,000.00","125,000.00","100,000.00","-","373,085.00","655,134.00","575,026.00","476,192.00"
"13","Net Operating Cash Flow","75,975.00","39,979.00","143,606.00","98,599.00","139,394.00","156,465.00","76,010.00","149,081.00","259,495.00","440,752.00"
"14","Capital Expenditures","(582,903.00)","(250,078.00)","(67,979.00)","(34,447.00)","(64,672.00)","(34,114.00)","(82,652.00)","(446,942.00)","(43,577.00)","(49,105.00)"
"15","Total Shares Outstanding (million)","1,020,000.00","1,427,989.80","2,239,984.00","2,239,984.00","2,239,984.00","2,239,984.00","2,239,999.00","2,239,999.00","2,239,999.00","2,239,999.00"
