"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","32,988.00","44,889.00","36,085.03","37,396.00","29,409.00","47,913.00","44,281.41","63,556.00","47,590.00","46,504.00"
"3","Pretax Income","(3,420.00)","(3,839.00)","2,165.87","1,588.00","2,047.00","3,982.00","3,808.89","7,802.00","6,855.00","5,354.00"
"4","Net Income","(3,741.00)","(4,491.00)","2,543.25","1,538.00","2,171.00","2,455.00","3,001.01","5,419.00","4,567.00","4,589.00"
"5","Cash & Short-Term Investments","15,464.00","17,127.00","23,527.00","18,408.00","21,823.00","19,122.00","22,053.00","24,559.00","20,205.00","43,437.00"
"6","Cash Only","2,068.00","4,396.00","8,875.00","6,890.00","7,694.00","5,546.00","7,080.00","16,895.00","11,781.00","31,250.00"
"7","Total Accounts Receivables","7,647.00","8,192.00","9,440.00","10,788.00","11,415.00","14,917.00","16,092.00","14,677.00","17,231.00","19,373.00"
"8","Inventories","62,684.00","45,016.00","51,007.00","45,635.00","47,125.00","50,455.00","57,561.00","55,629.00","68,937.00","75,517.00"
"9","Net Property, Plant & Equipment","87,341.00","86,139.00","86,974.00","86,575.00","86,041.00","85,533.00","85,176.00","97,472.00","96,008.00","95,293.00"
"10","Accrued Payable","-","-","-","-","11,644.00","11,895.00","8,993.00","9,179.00","14,046.00","15,818.00"
"11","Short Term Debt","15,582.00","11,508.00","12,470.00","5,846.00","7,796.00","7,857.00","9,398.00","6,336.00","5,743.00","6,324.00"
"12","Long Term Debt","16,169.00","17,731.00","17,073.00","19,520.00","19,631.00","19,076.00","18,525.00","20,505.00","19,645.00","18,239.00"
"13","Net Operating Cash Flow","(1,806.00)","7,024.00","(1,913.00)","4,971.00","140.00","(1,639.00)","(7,271.00)","18,638.00","(5,203.00)","(3,459.00)"
"14","Capital Expenditures","213.00","(1,972.00)","(1,206.00)","(1,342.00)","(853.00)","(1,179.00)","(371.00)","(3,449.00)","(1,857.00)","(1,204.00)"
"15","Total Shares Outstanding (million)","1,514,731.11","1,514,731.11","1,817,606.11","1,789,306.11","447,326.53","1,811,281.11","536,784.89","536,784.89","536,784.89","626,784.89"
