"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","15,524.00","18,790.00","17,659.00","19,163.00","17,820.00","20,308.00","20,192.00","15,149.00","19,355.00","18,682.00"
"3","Pretax Income","(1,091.00)","129.00","143.00","474.00","131.00","361.00","538.00","(957.00)","122.00","(1,654.00)"
"4","Net Income","(836.00)","327.00","143.00","175.00","216.00","561.00","538.00","(956.00)","122.00","(1,623.00)"
"5","Cash & Short-Term Investments","7,709.00","9,074.00","3,747.00","5,713.00","6,456.00","6,973.00","9,646.00","7,991.00","6,571.00","12,001.00"
"6","Cash Only","7,708.00","9,073.00","3,746.00","5,713.00","6,456.00","6,973.00","9,646.00","7,991.00","6,571.00","12,001.00"
"7","Total Accounts Receivables","23,831.00","26,215.00","32,318.00","27,078.00","24,419.00","25,518.00","24,953.00","21,989.00","27,709.00","22,036.00"
"8","Inventories","7,371.00","8,227.00","6,981.00","9,868.00","8,932.00","9,258.00","9,394.00","10,669.00","10,455.00","11,002.00"
"9","Net Property, Plant & Equipment","13,262.00","13,721.00","11,782.00","18,417.00","17,768.00","17,676.00","21,096.00","20,896.00","21,475.00","21,635.00"
"10","Accrued Payable","13,239.00","17,451.00","16,118.00","17,837.00","14,016.00","16,661.00","16,300.00","14,108.00","18,091.00","17,468.00"
"11","Short Term Debt","16,121.00","15,656.00","16,505.00","19,626.00","19,721.00","18,852.00","21,130.00","20,771.00","20,689.00","23,629.00"
"12","Long Term Debt","569.00","1,211.00","1,106.00","1,430.00","1,448.00","1,350.00","1,284.00","1,334.00","1,513.00","1,494.00"
"13","Net Operating Cash Flow","(339.00)","2,733.00","(5,276.00)","5,588.00","1,072.00","2,002.00","844.00","(918.00)","(275.00)","3,370.00"
"14","Capital Expenditures","(203.00)","(550.00)","(538.00)","(6,706.00)","(234.00)","(425.00)","(362.00)","(218.00)","(758.00)","(617.00)"
"15","Total Shares Outstanding (million)","74,833.27","74,833.27","74,833.27","74,833.27","74,833.27","74,833.27","74,833.27","74,833.27","74,833.27","74,833.27"
