"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","15,162.94","28,252.59","32,242.07","59,759.21","48,351.95","17,369.95","7,506.43","12,042.92","4,123.00","20,393.00"
"3","Pretax Income","2,503.30","2,994.26","1,132.90","26,268.55","10,765.10","(3,808.59)","(6,189.74)","(17.34)","(3,106.00)","7,188.00"
"4","Net Income","2,364.41","2,050.35","623.13","21,684.65","7,516.14","(3,792.02)","(6,002.38)","(523.84)","(3,029.00)","5,460.00"
"5","Cash & Short-Term Investments","264.69","704.38","657.52","14,540.40","15,919.22","7,203.43","5,804.84","5,521.90","929.00","11,378.00"
"6","Cash Only","48.95","485.86","426.24","11,290.25","1,148.37","7,203.43","5,804.84","5,521.90","783.00","1,349.00"
"7","Total Accounts Receivables","3,043.76","3,211.78","3,540.65","4,073.41","3,518.43","8,072.54","4,456.80","3,461.32","1,472.00","1,272.00"
"8","Inventories","29,133.93","34,828.01","32,150.02","30,655.63","36,831.00","35,805.21","36,030.20","36,628.86","40,118.00","36,293.00"
"9","Net Property, Plant & Equipment","22,817.74","16,557.11","16,661.37","15,741.97","16,105.85","16,805.38","15,270.99","14,609.80","16,174.00","16,138.00"
"10","Short Term Debt","7,779.85","11,468.13","1,709.79","28.01","28.01","11.63","-","-","109.00","59.00"
"11","Long Term Debt","2,905.33","109.66","81.65","53.64","11.63","-","-","-","9.00","129.00"
"12","Net Operating Cash Flow","4,385.57","1,568.48","7,551.74","15,953.91","(1,973.65)","(9,067.40)","(1,874.82)","(411.40)","(3,511.00)","10,776.00"
"13","Capital Expenditures","(154.97)","(224.59)","(86.49)","(481.29)","(985.42)","(236.45)","(61.88)","(47.73)","(1,320.00)","(62.00)"
"14","Total Shares Outstanding (million)","52,728.00","52,728.00","52,728.00","52,728.00","56,419.00","56,419.00","56,419.00","56,419.00","56,419.00","56,419.00"
