"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","1,046,108.15","1,220,415.62","1,219,418.15","1,199,151.60","1,058,833.85","1,015,409.79","1,105,417.04","1,056,458.14","968,760.58","1,150,059.00"
"3","Pretax Income","41,197.37","37,321.56","43,215.18","38,979.25","51,170.29","39,458.05","33,748.69","22,923.16","25,107.68","42,483.00"
"4","Net Income","34,593.99","29,451.78","30,186.01","30,220.89","41,425.65","29,747.40","22,946.25","18,049.80","21,259.27","30,194.00"
"5","Cash & Short-Term Investments","63,034.74","90,662.74","148,007.25","180,170.88","75,098.95","50,010.90","52,747.86","55,948.31","51,270.33","92,919.00"
"6","Cash Only","18,830.41","36,326.77","118,029.97","168,855.40","73,502.11","49,991.81","52,728.66","55,927.87","51,249.29","79,882.00"
"7","Total Accounts Receivables","342,176.94","363,170.40","307,034.67","311,176.99","320,137.57","325,808.65","376,741.05","380,534.56","381,130.86","603,636.00"
"8","Inventories","17,479.06","38,662.42","44,153.90","44,819.09","52,795.59","71,560.73","88,469.32","104,900.74","95,854.27","280,724.00"
"9","Net Property, Plant & Equipment","145,489.90","205,461.04","187,069.87","200,758.74","293,702.71","381,198.18","469,655.73","462,352.79","421,104.14","450,434.00"
"10","Short Term Debt","313,009.83","375,687.16","333,528.23","327,919.85","287,683.40","317,523.99","425,857.31","437,504.80","348,897.79","482,832.00"
"11","Long Term Debt","35,580.44","58,500.29","58,780.62","81,098.36","37,920.57","67,482.39","95,548.75","81,678.67","70,246.48","307,453.00"
"12","Net Operating Cash Flow","13,292.86","7,787.36","95,140.22","39,575.03","6,018.15","38,937.30","(68,832.50)","15,417.30","29,954.24","(87,281.00)"
"13","Capital Expenditures","(57,807.15)","(62,390.61)","(12,356.47)","(19,497.83)","(63,769.27)","(73,331.55)","(56,100.69)","(45,814.82)","(12,498.59)","(13,114.00)"
"14","Total Shares Outstanding (million)","442,690.00","442,690.10","442,690.10","442,690.10","505,888.00","556,388.00","550,068.00","550,068.00","834,577.83","884,706.85"
