"1","Financial Year","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4","31-03-2022       1"
"2","Sales/Revenue","55,371.00","56,413.00","57,069.00","59,000.00","59,752.00","58,407.00","61,483.00","62,547.00","63,758.00","67,152.00"
"3","Pretax Income","131,661.00","29,281.00","31,120.00","32,392.00","49,778.00","31,962.00","31,370.00","37,050.00","103,657.00","39,837.00"
"4","Net Income","127,448.00","29,281.00","31,120.00","32,392.00","49,271.00","31,962.00","31,370.00","37,050.00","99,982.00","39,837.00"
"5","Cash & Short-Term Investments","52,545.00","35,415.00","85,096.00","34,272.00","39,808.00","33,699.00","40,902.00","53,945.00","195,954.00","50,072.00"
"6","Cash Only","20,948.00","13,658.00","14,818.00","15,437.00","13,867.00","14,673.00","13,769.00","18,689.00","23,502.00","17,550.00"
"7","Total Accounts Receivables","39,325.00","35,120.00","38,730.00","135,661.00","41,165.00","47,098.00","36,219.00","37,869.00","26,166.00","40,967.00"
"8","Net Property, Plant & Equipment","3,201.00","3,125.00","3,064.00","2,910.00","2,870.00","2,776.00","2,671.00","2,571.00","2,410.00","2,263.00"
"9","Accrued Payable","48,006.00","54,884.00","64,427.00","60,534.00","62,041.00","55,428.00","49,220.00","56,382.00","52,501.00","52,199.00"
"10","Short Term Debt","385,582.00","434,566.00","512,552.00","560,543.00","611,540.00","718,540.00","756,400.00","678,343.00","560,416.00","483,489.00"
"11","Long Term Debt","500,277.00","500,373.00","500,465.00","500,551.00","500,643.00","550,736.00","523,837.00","624,106.00","624,177.00","624,242.00"
"12","Net Operating Cash Flow","52,459.00","37,009.00","48,856.00","(57,932.00)","140,415.00","32,684.00","43,157.00","53,037.00","62,185.00","31,620.00"
"13","Capital Expenditures","-","(75.00)","(93.00)","-","(115.00)","(64.00)","(54.00)","(64.00)","-","-"
"14","Total Shares Outstanding (million)","1,435,250.29","1,442,331.30","1,442,331.30","1,442,331.30","1,442,331.30","1,446,481.52","1,446,481.52","1,446,481.52","1,634,524.12","1,634,524.12"
