"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","30-06-2018","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","637,872.00","657,156.00","628,072.00","635,532.00","556,693.00","470,962.00","492,329.00","113,138.00","81,437.00","30,193.00"
"3","Pretax Income","9,220.00","5,987.00","9,943.00","20,219.00","6,306.00","(1,198.00)","(40,482.00)","(35,580.00)","(38,575.00)","(8,608.00)"
"4","Net Income","6,732.00","1,569.00","4,491.00","13,875.00","1,786.00","(3,768.00)","(40,756.00)","(37,065.00)","(38,063.00)","(8,606.00)"
"5","Cash & Short-Term Investments","16,577.00","21,194.00","27,149.00","20,883.00","20,473.00","12,683.00","5,331.00","11,257.00","5,093.00","4,745.00"
"6","Cash Only","5,215.00","8,539.00","8,250.00","4,518.00","5,884.00","8,182.00","5,023.00","5,699.00","-","-"
"7","Total Accounts Receivables","209,091.00","234,214.00","202,893.00","233,102.00","211,588.00","210,893.00","128,525.00","64,507.00","37,417.00","24,660.00"
"8","Inventories","39,227.00","38,570.00","38,237.00","37,837.00","36,618.00","34,244.00","14,726.00","5,035.00","3,977.00","3,948.00"
"9","Net Property, Plant & Equipment","85,350.00","37,391.00","43,873.00","48,317.00","46,956.00","48,197.00","23,616.00","23,775.00","23,392.00","5,145.00"
"10","Short Term Debt","80,036.00","101,038.00","99,764.00","97,787.00","94,543.00","81,429.00","59,810.00","61,548.00","56,382.00","16,713.00"
"11","Long Term Debt","1,299.00","4,132.00","17,300.00","11,995.00","7,197.00","21,035.00","15,740.00","9,143.00","2,336.00","33,079.00"
"12","Net Operating Cash Flow","(16,067.00)","(19,367.00)","4,255.00","4,422.00","(5,955.00)","(8,065.00)","(1,821.00)","(3,679.00)","(7,173.00)","(18,976.00)"
"13","Capital Expenditures","(1,225.00)","(1,821.00)","(8,417.00)","(8,291.00)","(1,479.00)","(4,235.00)","(5,062.00)","(1,922.00)","-","-"
"14","Total Shares Outstanding (million)","72,469.00","72,469.00","72,469.00","72,469.00","72,469.00","72,469.00","72,469.00","72,469.00","72,469.00","101,457.30"
