"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","30-04-2019","30-04-2020","30-04-2021"
"2","Sales/Revenue","15,092.27","13,539.15","13,057.69","18,695.82","20,258.23","17,146.41","16,364.05","27,528.64","20,056.00","21,239.00"
"3","Pretax Income","(579.28)","(3,848.16)","(1,634.09)","(339.44)","1,870.86","504.56","(705.64)","(3,176.31)","(3,865.00)","(17,136.00)"
"4","Net Income","(579.28)","(3,848.16)","(1,634.09)","(344.07)","(389.76)","313.06","(699.92)","(3,394.39)","(4,453.00)","(17,776.00)"
"5","Cash & Short-Term Investments","5,254.55","3,118.87","1,808.71","5,064.02","2,583.46","23,736.82","27,431.56","17,377.56","64,393.00","61,540.00"
"6","Cash Only","1,758.50","1,050.09","1,539.90","4,793.45","2,297.11","10,941.12","2,385.13","981.47","1,621.00","1,073.00"
"7","Total Accounts Receivables","3,202.03","2,354.80","3,900.07","5,044.63","5,136.01","10,044.62","8,875.67","14,879.28","10,114.00","17,408.00"
"8","Inventories","-","82.00","-","-","-","-","-","-","-","-"
"9","Net Property, Plant & Equipment","1,905.49","3,281.11","5,774.29","5,586.31","6,032.92","7,062.76","8,552.00","8,893.03","13,311.00","9,682.00"
"10","Short Term Debt","-","-","150.17","150.38","156.84","164.70","196.92","142.87","173.00","275.00"
"11","Long Term Debt","415.56","1,448.70","3,028.33","2,933.79","2,773.85","2,604.00","1,707.52","637.80","1,020.00","657.00"
"12","Net Operating Cash Flow","1,758.46","714.18","(396.20)","2,461.70","(1,809.28)","(6,514.17)","1,450.75","(5,432.85)","7,447.00","(28,524.00)"
"13","Capital Expenditures","(3,476.13)","(3,967.10)","(1,492.95)","(174.28)","(676.28)","(28.60)","(1,089.22)","(32.93)","(7,992.00)","(7,221.00)"
"14","Total Shares Outstanding (million)","125,964.00","125,964.00","125,964.67","125,964.67","125,964.67","377,894.00","478,383.40","478,383.40","1,141,151.00","1,758,807.00"
