"1","Financial Year","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2","31-12-2021       3"
"2","Sales/Revenue","282,728.00","278,962.00","473,214.00","162,024.00","262,012.00","315,408.00","388,155.00","163,437.00","239,476.00","233,094.00"
"3","Pretax Income","79,460.00","91,359.00","93,729.00","42,728.00","102,604.00","94,513.00","100,963.00","42,680.00","70,367.00","82,553.00"
"4","Net Income","58,740.00","65,333.00","58,665.00","31,055.00","75,063.00","75,338.00","80,767.00","31,691.00","51,797.00","60,454.00"
"5","Cash & Short-Term Investments","259,851.00","242,109.00","281,340.00","243,465.00","261,305.00","281,042.00","223,654.00","248,516.00","189,382.00","163,462.00"
"6","Cash Only","-","-","-","-","-","-","-","248,516.00","189,382.00","-"
"7","Total Accounts Receivables","337,260.00","173,299.00","372,839.00","329,496.00","340,860.00","354,772.00","564,861.00","472,673.00","518,060.00","612,513.00"
"8","Inventories","733,533.00","729,196.00","581,996.00","732,476.00","761,826.00","710,916.00","539,051.00","583,253.00","514,916.00","510,024.00"
"9","Net Property, Plant & Equipment","256,242.00","254,097.00","249,462.00","249,225.00","247,823.00","245,584.00","241,907.00","240,772.00","238,607.00","235,737.00"
"10","Accrued Payable","411,966.00","294,064.00","337,642.00","344,306.00","344,926.00","323,964.00","344,055.00","320,944.00","297,864.00","298,661.00"
"11","Short Term Debt","153,311.00","163,337.00","135,376.00","135,605.00","143,544.00","170,544.00","116,420.00","131,684.00","100,413.00","91,386.00"
"12","Long Term Debt","144,108.00","181,743.00","263,620.00","254,098.00","229,200.00","187,443.00","215,931.00","183,922.00","159,672.00","155,763.00"
"13","Net Operating Cash Flow","72,645.00","(26,424.00)","(2,815.00)","(18,162.00)","55,808.00","44,172.00","2,455.00","48,485.00","31,859.00","1,642.00"
"14","Capital Expenditures","(2,048.00)","(534.00)","(1,060.00)","(282.00)","(1,481.00)","(579.00)","(136.00)","(24.00)","(597.00)","(86.00)"
"15","Total Shares Outstanding (million)","822,809.49","822,814.70","834,214.27","834,214.27","834,232.36","834,232.36","834,232.36","834,232.36","834,232.36","834,232.36"
