"1","Financial Year","30-06-2011","30-06-2012","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020"
"2","Sales/Revenue","128,175.00","208,948.00","140,966.00","229,126.00","438,015.00","793,582.00","1,088,703.00","1,051,907.00","1,335,178.00","1,268,281.00"
"3","Pretax Income","35,558.00","84,179.00","66,745.00","7,726.00","31,766.00","190,951.00","176,705.00","152,910.00","226,266.00","91,064.00"
"4","Net Income","24,350.00","72,644.00","50,071.00","47,111.00","18,512.00","155,412.00","114,751.00","114,249.00","140,476.00","47,022.00"
"5","Cash & Short-Term Investments","108,350.00","53,076.00","140,418.00","1,371,847.00","1,186,557.00","600,182.00","4,553,942.00","3,942,991.00","3,800,770.00","2,423,970.00"
"6","Cash Only","8,914.00","1,850.00","15,014.00","74,403.00","65,944.00","130,922.00","212,733.00","303,078.00","830,048.00","270,378.00"
"7","Total Accounts Receivables","108,717.00","145,497.00","138,915.00","138,200.00","204,046.00","258,436.00","422,668.00","528,386.00","368,352.00","237,251.00"
"8","Inventories","-","-","-","99,643.00","144,331.00","169,062.00","260,908.00","384,138.00","346,835.00","344,589.00"
"9","Net Property, Plant & Equipment","148,724.00","154,546.00","110,956.00","107,645.00","59,411.00","67,290.00","64,417.00","70,248.00","133,922.00","235,258.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","48,944.00","63,322.00","80,515.00","124,615.00","313,091.00","294,442.00","427,182.00","534,207.00","706,403.00","628,454.00"
"12","Long Term Debt","10,060.00","7,952.00","603,412.00","1,786,282.00","1,832,552.00","1,899,347.00","5,970,110.00","6,065,881.00","6,002,111.00","5,865,997.00"
"13","Net Operating Cash Flow","75,651.00","(33,105.00)","(23,942.00)","86,883.00","(136,655.00)","61,209.00","165,835.00","127,879.00","645,826.00","299,609.00"
"14","Capital Expenditures","(38,360.00)","(20,084.00)","(6,352.00)","(98,747.00)","(209,459.00)","(572,402.00)","(693,906.00)","(562,657.00)","(770,436.00)","(942,491.00)"
"15","Total Shares Outstanding (million)","893,970.00","893,970.00","1,663,347.42","2,138,620.00","2,138,620.00","2,138,620.00","2,139,202.89","2,139,202.89","2,654,828.00","2,654,828.00"
