"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","15,006.00","15,973.50","13,480.00","14,281.00","23,575.00","21,658.97","20,802.00","11,821.00","13,903.00","16,559.00"
"3","Pretax Income","(1,574.00)","(1,557.44)","(459.00)","(722.00)","856.00","(4,706.16)","1,587.00","2,433.00","689.00","1,380.00"
"4","Net Income","(1,508.00)","(1,347.38)","(460.00)","(722.00)","887.00","(4,750.65)","1,589.00","2,314.00","609.00","1,367.00"
"5","Cash & Short-Term Investments","7,343.00","11,450.00","9,083.00","12,049.00","7,355.00","6,124.00","10,505.00","12,976.00","13,065.00","14,339.00"
"6","Cash Only","3,985.00","8,446.00","6,453.00","9,409.00","5,205.00","3,964.00","8,306.00","6,649.00","6,719.00","5,757.00"
"7","Total Accounts Receivables","15,132.00","15,990.00","15,744.00","14,735.00","19,797.00","20,768.00","20,794.00","15,901.00","17,607.00","16,754.00"
"8","Inventories","21,174.00","18,681.00","15,786.00","17,896.00","21,319.00","18,020.00","12,730.00","17,392.00","17,028.00","21,178.00"
"9","Net Property, Plant & Equipment","6,918.00","7,828.00","7,358.00","6,956.00","6,778.00","5,623.00","5,287.00","5,124.00","6,393.00","2,911.00"
"10","Accrued Payable","7,140.00","6,915.00","-","-","-","-","-","-","-","-"
"11","Short Term Debt","4,249.00","5,235.00","1,489.00","3,948.00","4,575.00","4,649.00","4,481.00","4,107.00","4,678.00","4,489.00"
"12","Long Term Debt","394.00","788.00","557.00","316.00","274.00","458.00","441.00","506.00","1,448.00","1,471.00"
"13","Net Operating Cash Flow","3,226.00","1,280.00","1,691.00","793.00","(3,989.00)","(933.00)","3,339.00","561.00","79.00","2,541.00"
"14","Capital Expenditures","(667.00)","(168.00)","(41.00)","(34.00)","(110.00)","(640.00)","(15.00)","(117.00)","(86.00)","(262.00)"
"15","Total Shares Outstanding (million)","54,411.29","58,764.20","58,764.20","58,764.20","58,764.20","58,764.20","235,056.79","235,056.79","235,056.79","235,056.79"
