"1","Financial Year","30-06-2019       4","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1"
"2","Sales/Revenue","152,368.67","183,963.00","173,979.00","145,938.00","92,221.39","156,004.00","195,831.00","230,536.00","154,301.80","146,880.00"
"3","Pretax Income","(980.66)","1,027.00","(3,052.00)","(2,742.00)","(5,779.14)","5,359.00","20,220.00","25,153.00","17,582.61","10,300.00"
"4","Net Income","(4,736.50)","433.00","(3,115.00)","(3,489.00)","(4,390.59)","3,885.00","14,919.00","18,801.00","16,213.17","7,895.00"
"5","Cash & Short-Term Investments","50,177.50","48,199.00","65,535.00","58,129.00","34,555.00","41,813.00","82,900.00","133,508.00","90,931.00","79,262.00"
"6","Cash Only","-","48,199.00","65,535.00","58,129.00","34,555.00","41,813.00","82,900.00","133,508.00","90,931.00","79,262.00"
"7","Total Accounts Receivables","90,614.28","103,950.00","97,847.00","88,891.00","75,913.00","80,648.00","101,401.00","103,183.00","42,721.00","94,953.00"
"8","Inventories","187,491.04","159,108.00","172,852.00","134,825.00","156,827.00","97,793.00","131,487.00","132,254.00","225,500.00","300,521.00"
"9","Net Property, Plant & Equipment","317,815.07","333,000.00","337,343.00","346,613.00","343,917.00","342,189.00","340,605.00","337,735.00","345,701.00","354,853.00"
"10","Accrued Payable","135,816.35","129,304.00","141,577.00","95,009.00","137,914.00","75,808.00","139,467.00","164,385.00","122,755.00","119,036.00"
"11","Short Term Debt","88,463.88","82,676.00","99,342.00","106,361.00","59,168.00","53,931.00","61,744.00","67,529.00","62,731.00","156,251.00"
"12","Long Term Debt","21,675.13","31,399.00","31,936.00","36,125.00","26,262.00","36,958.00","36,280.00","34,476.00","33,287.00","41,575.00"
"13","Net Operating Cash Flow","(10,987.22)","13,306.00","8,858.00","(355.00)","37,971.00","5,477.00","40,081.00","44,220.00","(36,159.00)","(99,779.00)"
"14","Capital Expenditures","(2,083.66)","(5,133.00)","(8,726.00)","(13,684.00)","(3,247.00)","(2,650.00)","(5,657.00)","(3,093.00)","(2,793.00)","(2,523.00)"
"15","Total Shares Outstanding (million)","327,057.60","327,057.60","327,057.60","327,057.60","327,057.60","327,057.60","327,057.60","327,057.60","327,057.60","327,057.60"
