"1","Financial Year","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1","31-12-2021       2"
"2","Sales/Revenue","78,904.00","76,296.00","67,067.00","77,821.87","80,667.00","84,877.00","66,934.00","92,220.03","77,961.00","80,719.00"
"3","Pretax Income","6,919.00","6,877.00","4,278.00","4,292.96","8,264.00","7,124.00","7,600.00","1,747.10","2,613.00","5,261.00"
"4","Net Income","6,154.00","6,173.00","3,035.00","1,582.18","7,149.00","5,974.00","5,986.00","(1,548.22)","1,385.00","3,613.00"
"5","Cash & Short-Term Investments","5,206.00","12,898.00","5,770.00","5,629.00","28,017.00","8,177.00","10,860.00","36,282.00","21,846.00","19,096.00"
"6","Cash Only","5,206.00","12,898.00","5,770.00","5,629.00","28,017.00","8,177.00","10,860.00","36,282.00","21,706.00","18,815.00"
"7","Total Accounts Receivables","103,040.00","102,409.00","107,064.00","115,012.00","96,497.00","113,544.00","114,723.00","93,752.00","113,843.00","132,623.00"
"8","Inventories","20,982.00","21,923.00","25,529.00","18,267.00","18,300.00","23,054.00","28,320.00","23,873.00","24,457.00","28,579.00"
"9","Net Property, Plant & Equipment","62,594.00","63,273.00","64,188.00","65,000.00","127,367.00","126,238.00","127,011.00","118,314.00","118,017.00","118,081.00"
"10","Accrued Payable","5,710.00","5,428.00","-","-","-","-","-","-","-","-"
"11","Short Term Debt","55,099.00","54,489.00","59,798.00","56,167.00","50,494.00","49,506.00","50,727.00","52,438.00","42,092.00","54,853.00"
"12","Long Term Debt","17,436.00","17,079.00","16,497.00","16,181.00","16,756.00","16,008.00","16,339.00","16,465.00","17,694.00","17,116.00"
"13","Net Operating Cash Flow","(3,298.00)","5,528.00","(8,988.00)","6,170.00","28,421.00","(17,558.00)","2,879.00","28,335.00","(15,827.00)","(13,512.00)"
"14","Capital Expenditures","(1,293.00)","(1,700.00)","(1,989.00)","(644.00)","(290.00)","(56.00)","(1,879.00)","(3,363.00)","(682.00)","(1,400.00)"
"15","Total Shares Outstanding (million)","240,000.00","254,533.90","254,711.70","255,485.10","258,677.30","260,160.40","262,589.40","793,874.60","830,013.80","833,174.30"
