"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","135,657.39","221,117.97","159,057.92","175,441.89","152,880.41","147,395.84","193,629.05","175,877.19","157,954.53","186,302.00"
"3","Pretax Income","(261.07)","(4,428.00)","(3,951.13)","3,032.40","(24,347.35)","(1,425.44)","(8,244.79)","(3,260.01)","(7,728.59)","(5,536.00)"
"4","Net Income","272.82","(7,792.55)","(7,548.99)","1,861.97","(24,768.94)","(3,791.96)","(10,103.95)","(6,022.55)","(9,226.12)","(7,025.00)"
"5","Cash & Short-Term Investments","14,234.39","22,719.36","12,480.52","9,951.69","8,215.71","8,995.59","10,263.13","6,893.33","7,650.57","11,386.00"
"6","Cash Only","11,914.38","13,149.02","4,922.97","-","-","8,945.54","10,210.97","6,893.33","7,650.57","11,386.00"
"7","Total Accounts Receivables","91,199.16","102,225.40","116,219.54","124,058.79","93,731.01","78,575.31","74,537.05","90,345.23","88,831.69","94,994.00"
"8","Inventories","37,285.25","15,788.66","16,183.53","24,364.91","28,444.60","39,527.72","44,844.97","43,013.05","41,958.51","45,641.00"
"9","Net Property, Plant & Equipment","59,327.09","66,423.96","47,443.79","45,455.83","57,832.07","59,803.21","59,332.53","62,138.61","60,350.05","65,963.00"
"10","Short Term Debt","34,540.82","41,788.23","33,818.11","31,297.50","30,789.11","35,386.78","41,045.51","48,668.59","39,074.26","39,938.00"
"11","Long Term Debt","30,190.10","31,331.55","32,583.25","28,299.09","26,106.26","25,881.71","21,928.28","19,789.25","26,505.24","24,459.00"
"12","Net Operating Cash Flow","(10,497.96)","2,430.26","(402.27)","9,771.70","7,949.38","(6,200.33)","3,604.58","2,453.94","9,001.18","682.00"
"13","Capital Expenditures","(17,954.62)","(2,575.53)","(4,340.22)","(2,247.94)","(2,597.23)","(2,113.76)","(2,757.23)","(7,604.28)","(6,866.19)","(3,660.00)"
"14","Total Shares Outstanding (million)","163,607.00","170,967.01","187,967.01","187,967.01","187,967.01","206,667.01","209,567.01","211,567.01","232,667.01","267,967.01"
