"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","63,237.94","56,896.40","67,343.72","81,047.18","83,603.85","151,938.45","284,189.52","422,200.65","490,104.99","418,773.77"
"3","Pretax Income","2,145.07","(2,083.18)","3,918.33","7,351.47","14,682.20","28,838.29","43,981.11","99,606.87","138,896.55","113,140.30"
"4","Net Income","4,971.89","(1,332.53)","2,384.52","4,531.34","11,953.02","27,028.42","35,967.75","57,116.67","83,042.46","70,885.55"
"5","Cash & Short-Term Investments","5,939.26","5,100.84","4,898.97","9,742.29","15,382.12","33,406.20","82,202.03","324,653.22","423,251.42","437,997.67"
"6","Cash Only","4,054.49","-","-","-","-","-","-","115,708.37","96,377.42","66,747.36"
"7","Total Accounts Receivables","14,718.36","19,941.75","18,789.80","22,715.04","21,724.57","41,529.93","96,290.39","75,209.13","82,795.23","149,443.19"
"8","Inventories","4,196.45","11,084.69","10,737.94","11,105.20","6,543.35","17,617.25","121,570.22","138,114.56","59,457.89","33,835.86"
"9","Net Property, Plant & Equipment","49,353.46","46,562.47","44,313.30","41,819.27","42,042.48","43,418.34","45,970.76","71,651.38","85,627.45","121,781.66"
"10","Short Term Debt","5,149.24","10,642.01","6,506.86","131.78","101.22","177.91","507.21","416.13","357.70","411.25"
"11","Long Term Debt","2,507.50","-","188.41","56.63","141.39","269.24","3,762.03","3,345.89","3,004.46","2,564.92"
"12","Net Operating Cash Flow","(3,729.83)","(3,935.52)","5,274.84","11,961.95","7,886.47","17,465.76","34,096.62","74,923.26","138,671.94","67,994.49"
"13","Capital Expenditures","-","(64.62)","(1,786.88)","(2,125.32)","(3,790.25)","(4,287.65)","(5,557.97)","(39,110.70)","(21,725.97)","(45,090.99)"
"14","Total Shares Outstanding (million)","133,243.00","133,243.00","431,698.04","431,698.04","444,649.01","474,867.78","474,875.76","474,875.76","474,878.10","712,317.12"
