"1","Financial Year","31-12-2008","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","30-06-2018"
"2","Sales/Revenue","134,591.00","98,827.00","116,099.00","192,560.00","289,242.00","405,902.00","473,425.00","510,772.00","471,050.00","541,870.00"
"3","Pretax Income","13,115.00","(12,489.00)","(2,167.00)","16,665.00","32,105.00","46,066.00","51,337.00","22,685.00","50,536.00","25,005.00"
"4","Net Income","10,273.00","(11,959.00)","(2,049.00)","12,062.00","22,183.00","33,064.00","36,007.00","5,261.00","39,328.00","26,459.00"
"5","Cash & Short-Term Investments","15,378.00","8,480.00","11,633.00","25,322.00","41,710.00","37,510.00","52,879.00","69,355.00","75,667.00","60,270.00"
"6","Cash Only","1,614.00","3,591.00","5,276.00","14,607.00","23,879.00","24,381.00","33,808.00","45,404.00","53,602.00","34,914.00"
"7","Total Accounts Receivables","46,921.00","33,790.00","30,940.00","26,911.00","63,265.00","59,503.00","105,468.00","177,732.00","202,608.00","141,685.00"
"8","Inventories","11,360.00","8,402.00","15,829.00","45,470.00","57,193.00","84,973.00","110,284.00","52,712.00","130,876.00","76,554.00"
"9","Net Property, Plant & Equipment","10,415.00","15,415.00","19,195.00","28,683.00","34,953.00","41,739.00","127,479.00","251,769.00","497,996.00","452,410.00"
"10","Accrued Payable","7,643.00","8,832.00","4,100.00","5,118.00","-","-","-","-","-","-"
"11","Short Term Debt","3,031.00","1,291.00","3,070.00","15,398.00","10,940.00","16,764.00","56,833.00","207,068.00","175,673.00","133,799.00"
"12","Long Term Debt","4,364.00","6,445.00","8,258.00","13,152.00","14,130.00","15,718.00","29,820.00","101,892.00","325,019.00","240,663.00"
"13","Net Operating Cash Flow","(8,569.00)","3,208.00","6,686.00","8,461.00","21,293.00","5,016.00","30,300.00","41,909.00","15,245.00","111,059.00"
"14","Capital Expenditures","(8,496.00)","(6,438.00)","(5,724.00)","(11,064.00)","(9,170.00)","(11,316.00)","(48,812.00)","(132,543.00)","(197,961.00)","(56,262.00)"
"15","Total Shares Outstanding (million)","214,063.00","214,063.00","214,063.00","214,063.00","235,470.00","235,470.00","235,470.00","145,468.00","290,936.00","320,029.00"
