"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","1,918,415.00","2,028,475.00","2,306,038.00","2,286,575.00","2,301,907.00","2,538,686.00","2,402,283.00","2,423,774.00","2,681,563.00","2,680,670.00"
"3","Pretax Income","103,611.00","51,183.00","93,908.00","83,729.00","43,874.00","111,319.00","96,493.00","39,933.00","78,295.00","36,027.00"
"4","Net Income","80,872.00","28,511.00","66,978.00","67,778.00","20,545.00","80,835.00","68,568.00","17,776.00","43,251.00","5,413.00"
"5","Cash & Short-Term Investments","201,026.00","262,279.00","309,210.00","352,355.00","273,677.00","371,190.00","257,768.00","168,832.00","330,753.00","404,627.00"
"6","Cash Only","19,299.00","27,742.00","43,073.00","44,871.00","21,392.00","80,150.00","25,671.00","32,527.00","43,572.00","38,013.00"
"7","Total Accounts Receivables","247,794.00","261,291.00","278,983.00","289,879.00","341,567.00","454,095.00","374,225.00","414,444.00","391,690.00","380,486.00"
"8","Inventories","360,999.00","405,913.00","346,640.00","465,658.00","546,607.00","505,090.00","549,691.00","523,634.00","567,079.00","476,780.00"
"9","Net Property, Plant & Equipment","320,825.00","415,323.00","493,880.00","563,213.00","632,765.00","662,145.00","769,062.00","984,718.00","1,121,399.00","1,120,698.00"
"10","Accrued Payable","43,469.00","51,419.00","52,995.00","59,963.00","73,621.00","90,091.00","66,329.00","79,324.00","82,149.00","-"
"11","Short Term Debt","445,373.00","560,357.00","593,344.00","767,684.00","759,520.00","933,458.00","883,121.00","975,359.00","955,009.00","939,298.00"
"12","Long Term Debt","-","28,118.00","28,000.00","32,112.00","53,560.00","56,792.00","76,194.00","151,061.00","244,935.00","245,194.00"
"13","Net Operating Cash Flow","60,272.00","(25,142.00)","190,735.00","(6,696.00)","72,963.00","42,268.00","118,962.00","79,201.00","139,301.00","205,222.00"
"14","Capital Expenditures","(117,411.00)","(124,671.00)","(108,348.00)","(104,587.00)","(93,456.00)","(74,624.00)","(172,646.00)","(272,564.00)","(213,177.00)","(69,755.00)"
"15","Total Shares Outstanding (million)","359,070.00","538,223.00","562,747.62","562,747.62","575,311.07","575,311.06","575,359.15","575,359.15","1,004,095.00","1,010,282.00"
