"1","Financial Year","31-01-2013","31-01-2014","31-01-2015","31-01-2016","31-01-2017","31-01-2018","31-01-2019","31-01-2020","31-01-2021","31-12-2021"
"2","Sales/Revenue","125,409.04","134,698.21","155,216.60","229,838.18","262,987.74","421,175.63","474,033.02","510,737.82","946,447.00","1,390,655.00"
"3","Pretax Income","(38,715.87)","(19,445.74)","4,033.00","23,287.23","25,672.71","41,123.79","35,435.53","41,555.79","370,432.00","538,970.00"
"4","Net Income","(38,684.47)","(19,265.96)","4,257.41","23,485.17","25,866.91","35,896.56","27,895.30","33,182.14","287,338.00","424,203.00"
"5","Cash & Short-Term Investments","51,300.47","19,059.79","10,070.21","47,887.75","23,408.47","28,625.77","23,372.27","34,864.34","124,566.00","334,239.00"
"6","Cash Only","8,300.47","4,659.79","10,070.21","6,922.32","7,317.91","13,332.17","23,272.25","32,920.45","-","-"
"7","Total Accounts Receivables","12,802.31","15,704.59","24,566.51","28,297.48","54,152.34","87,284.74","106,460.06","105,871.10","160,887.00","201,250.00"
"8","Inventories","13,525.78","17,695.76","22,063.00","23,847.93","43,950.30","39,757.22","83,191.39","64,480.15","120,221.00","198,205.00"
"9","Net Property, Plant & Equipment","52,308.65","52,357.22","64,056.85","90,075.47","123,655.84","145,526.63","236,323.63","270,657.89","372,812.00","441,156.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","68,414.00","83,681.00"
"11","Short Term Debt","70,996.53","19.15","3,168.66","-","-","10,625.37","64,236.44","56,941.92","38,382.00","80,862.00"
"12","Long Term Debt","62.19","43.05","23.90","-","-","-","25,922.46","27,494.25","16,567.00","14,004.00"
"13","Net Operating Cash Flow","13,904.26","(6,921.08)","(1,483.17)","8,388.27","22,719.54","29,309.93","10,734.44","74,198.97","260,215.00","342,709.00"
"14","Capital Expenditures","(1,497.25)","(21,323.95)","(17,947.55)","(32,213.92)","(47,522.09)","(34,959.91)","(63,712.83)","(50,783.71)","(130,393.00)","(106,027.00)"
"15","Total Shares Outstanding (million)","296,013.00","296,013.10","433,013.08","558,790.44","558,790.44","561,949.14","561,949.14","582,949.14","582,949.00","580,443.04"
