"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","276,449.00","254,345.00","275,637.00","346,439.00","155,308.00","369,459.00","695,544.00","343,573.00","302,448.00","389,286.00"
"3","Pretax Income","(8,788.00)","(4,456.00)","2,986.00","5,646.00","(400,238.00)","2,520.00","(9,240.00)","(104,576.00)","(37,264.00)","(23,596.00)"
"4","Net Income","(9,475.00)","(4,661.00)","9,277.00","6,131.00","(397,023.00)","2,644.00","(8,557.00)","(104,352.00)","(34,381.00)","(23,879.00)"
"5","Cash & Short-Term Investments","544,647.00","661,300.00","673,914.00","650,965.00","641,223.00","657,202.00","651,054.00","662,953.00","624,974.00","617,111.00"
"6","Total Accounts Receivables","685,700.00","518,449.00","504,853.00","615,890.00","494,747.00","729,605.00","592,637.00","523,628.00","530,206.00","500,492.00"
"7","Inventories","5,023.00","4,415.00","4,356.00","3,253.00","4,412.00","3,690.00","4,871.00","5,766.00","4,904.00","4,309.00"
"8","Net Property, Plant & Equipment","1,669,355.00","1,704,610.00","1,704,460.00","1,748,425.00","1,675,093.00","1,694,322.00","1,795,583.00","1,570,634.00","1,557,708.00","1,553,374.00"
"9","Accrued Payable","738,855.00","692,844.00","645,503.00","739,278.00","711,442.00","939,081.00","904,275.00","961,169.00","901,350.00","821,065.00"
"10","Short Term Debt","967.00","492.00","2,005.00","492.00","492.00","17,526.00","22,675.00","24,589.00","30,527.00","33,678.00"
"11","Long Term Debt","118,276.00","149,542.00","187,471.00","218,227.00","217,728.00","239,979.00","234,453.00","250,848.00","296,599.00","318,991.00"
"12","Net Operating Cash Flow","49,093.00","147,724.00","(14,294.00)","5,705.00","7,847.00","9,183.00","112,904.00","3,332.00","(33,421.00)","(63,817.00)"
"13","Capital Expenditures","(24,917.00)","(74,686.00)","(12,073.00)","(62,163.00)","(21,291.00)","(35,192.00)","(111,757.00)","(9,591.00)","(55,436.00)","26,179.00"
"14","Total Shares Outstanding (million)","1,600,000.00","1,600,000.00","1,600,000.00","1,600,000.00","1,600,000.00","1,600,000.00","1,600,000.00","1,600,000.00","1,600,000.00","1,600,000.00"
