"1","Financial Year","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2"
"2","Sales/Revenue","6,792.00","7,002.00","6,082.00","8,683.00","5,178.00","5,981.00","8,950.00","8,381.00","7,517.00","7,686.00"
"3","Pretax Income","2,731.00","1,189.00","785.00","1,866.00","1,061.00","396.00","769.00","4,704.00","770.00","605.00"
"4","Net Income","2,334.00","921.00","381.00","1,331.00","360.00","192.00","288.00","4,359.00","349.00","400.00"
"5","Cash & Short-Term Investments","8,158.00","5,381.00","12,858.00","6,415.00","8,087.00","6,969.00","9,170.00","16,704.00","14,700.00","14,896.00"
"6","Cash Only","8,158.00","5,381.00","12,858.00","6,415.00","5,084.00","3,959.00","6,144.00","10,639.00","7,954.00","7,145.00"
"7","Total Accounts Receivables","12,991.00","13,111.00","8,734.00","12,845.00","20,402.00","22,935.00","8,159.00","13,574.00","22,440.00","20,823.00"
"8","Inventories","1,591.00","1,289.00","1,100.00","144.00","184.00","535.00","380.00","202.00","1,096.00","999.00"
"9","Net Property, Plant & Equipment","2,640.00","2,544.00","2,474.00","2,401.00","4,501.00","4,416.00","4,324.00","2,119.00","4,181.00","4,115.00"
"10","Accrued Payable","13,637.00","11,118.00","11,728.00","11,747.00","11,435.00","13,355.00","16,586.00","8,417.00","13,538.00","13,204.00"
"11","Short Term Debt","30,628.00","29,487.00","23,090.00","24,030.00","34,397.00","33,041.00","32,932.00","37,696.00","37,599.00","40,617.00"
"12","Long Term Debt","122,441.00","118,535.00","126,834.00","132,798.00","128,880.00","128,431.00","127,314.00","134,533.00","130,487.00","124,601.00"
"13","Net Operating Cash Flow","3,477.00","1,188.00","6,232.00","215.00","(6,649.00)","1,691.00","21,872.00","(3,803.00)","(2,648.00)","3,496.00"
"14","Capital Expenditures","(2.00)","(5.00)","(4.00)","(3.00)","(4.00)","(8.00)","(1.00)","(4.00)","(38.00)","(28.00)"
"15","Total Shares Outstanding (million)","106,896.00","106,896.00","106,896.00","106,896.00","106,896.00","106,896.00","106,896.00","106,896.00","106,896.00","106,896.00"
