"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","336,124.00","322,971.39","245,334.00","94,002.00","211,808.00","243,565.06","210,275.00","214,331.00","107,220.00","159,261.00"
"3","Pretax Income","15,716.00","23,525.09","9,410.00","(11,702.00)","8,857.00","8,959.36","12,386.00","3,244.00","(9,606.00)","(5,053.00)"
"4","Net Income","12,306.00","16,705.36","6,595.00","(9,739.00)","6,350.00","4,779.14","9,122.00","2,375.00","(8,038.00)","(4,048.00)"
"5","Cash & Short-Term Investments","64,864.00","64,674.00","52,320.00","41,827.00","55,661.00","57,358.00","48,123.00","58,325.00","54,940.00","69,536.00"
"6","Total Accounts Receivables","417,272.00","519,044.00","887,667.00","776,990.00","813,033.00","847,541.00","833,834.00","871,317.00","798,661.00","736,391.00"
"7","Inventories","225,616.00","210,967.00","196,459.00","198,289.00","210,966.00","208,293.00","195,522.00","152,218.00","154,540.00","169,654.00"
"8","Net Property, Plant & Equipment","217,739.00","209,097.00","203,227.00","193,298.00","186,841.00","178,787.00","170,413.00","159,078.00","149,280.00","141,344.00"
"9","Accrued Payable","438,177.00","392,348.00","304,016.00","238,599.00","287,664.00","283,442.00","257,286.00","261,102.00","240,150.00","267,670.00"
"10","Short Term Debt","174,872.00","245,260.00","299,349.00","231,500.00","244,767.00","278,636.00","266,226.00","278,872.00","274,404.00","161,088.00"
"11","Long Term Debt","174,305.00","168,039.00","157,816.00","160,651.00","153,036.00","135,273.00","123,570.00","104,807.00","94,308.00","149,647.00"
"12","Net Operating Cash Flow","32,487.00","(56,853.00)","(37,000.00)","53,120.00","18,070.00","(6,886.00)","18,401.00","17,710.00","42,873.00","78,689.00"
"13","Capital Expenditures","(6,049.00)","(2,778.00)","(2,733.00)","(1,398.00)","(1,321.00)","(361.00)","(2,860.00)","(754.00)","(543.00)","(3,191.00)"
"14","Total Shares Outstanding (million)","339,800.94","339,800.94","339,800.94","339,800.94","339,800.94","353,358.72","353,358.72","353,358.72","353,358.72","353,358.72"
