"1","Financial Year","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019","31-03-2020","31-03-2021"
"2","Sales/Revenue","371,872.19","416,228.78","477,727.06","547,605.62","540,572.63","572,650.01","656,740.10","729,795.31","675,530.09","601,048.00"
"3","Pretax Income","23,840.69","18,635.97","28,451.62","29,430.53","17,668.47","29,645.61","36,079.75","35,309.55","20,240.49","20,760.00"
"4","Net Income","17,669.72","14,035.96","23,132.94","22,432.79","12,337.12","22,943.58","27,610.06","26,141.64","13,090.32","14,989.00"
"5","Cash & Short-Term Investments","23,550.53","27,922.71","28,399.74","50,319.64","49,410.68","49,649.34","51,512.53","55,535.51","55,794.00","87,497.00"
"6","Cash Only","-","9,922.71","10,721.14","15,193.38","-","-","-","-","-","-"
"7","Total Accounts Receivables","84,505.10","93,740.13","110,424.92","129,592.87","123,335.12","144,887.33","183,838.18","173,530.66","166,020.00","153,434.00"
"8","Inventories","61,776.40","81,710.31","84,868.03","79,233.42","79,626.25","100,237.72","128,612.29","150,487.68","125,576.00","104,552.00"
"9","Net Property, Plant & Equipment","53,204.77","47,897.88","93,810.28","85,952.12","97,818.13","106,993.41","104,335.08","126,109.10","185,559.00","178,025.00"
"10","Accrued Payable","480.47","-","-","-","24,203.47","-","36,165.40","38,635.24","-","-"
"11","Short Term Debt","60,206.52","84,487.15","103,370.41","117,973.73","117,473.69","143,555.32","192,950.32","198,273.76","171,815.00","156,389.00"
"12","Long Term Debt","5,119.38","5,449.06","9,842.58","6,839.46","9,374.74","8,457.81","5,008.55","2,913.01","15,875.00","19,336.00"
"13","Net Operating Cash Flow","25,859.28","(10,585.55)","6,914.91","11,055.96","22,764.44","321.06","(28,659.77)","29,558.98","59,234.00","67,391.00"
"14","Capital Expenditures","(3,089.87)","(2,944.06)","(20,789.89)","(3,483.97)","(13,617.20)","(10,458.02)","(4,901.61)","(7,651.84)","(20,148.00)","(6,840.00)"
"15","Total Shares Outstanding (million)","154,962.00","161,078.00","164,358.78","165,040.74","165,040.07","165,040.07","165,240.07","165,240.07","165,240.07","165,240.21"
