"1","Financial Year","31-03-2011","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019","31-03-2020"
"2","Sales/Revenue","36,453.00","88,610.00","103,238.00","284,191.00","230,269.00","154,905.00","268,328.00","192,071.00","144,411.00","178,173.00"
"3","Pretax Income","8,068.00","7,786.00","6,291.00","41,019.00","528,844.00","88,076.00","14,693.00","63,645.00","74,860.00","53,583.00"
"4","Net Income","11,285.00","15,702.00","17,628.00","38,542.00","376,591.00","73,634.00","8,817.00","44,395.00","52,686.00","48,301.00"
"5","Cash & Short-Term Investments","21,551.00","176,870.00","76,307.00","89,878.00","84,104.00","55,932.00","62,775.00","98,615.00","78,132.00","58,441.00"
"6","Cash Only","4,647.00","15,865.00","76,095.00","-","-","55,932.00","62,775.00","53,774.00","56,653.00","42,805.00"
"7","Total Accounts Receivables","12,699.00","34,722.00","61,004.00","101,668.00","59,494.00","91,890.00","65,435.00","88,057.00","120,039.00","100,653.00"
"8","Inventories","196,566.00","172,055.00","202,634.00","221,028.00","121,898.00","138,665.00","109,333.00","105,378.00","156,014.00","461,680.00"
"9","Net Property, Plant & Equipment","89,020.00","88,229.00","105,663.00","86,613.00","89,906.00","65,508.00","64,170.00","65,299.00","59,220.00","61,856.00"
"10","Accrued Payable","-","-","-","-","-","158,884.00","130,390.00","81,854.00","56,322.00","69,836.00"
"11","Short Term Debt","15,231.00","1,834.00","69,888.00","114,906.00","127,864.00","116,828.00","109,687.00","81,706.00","122,477.00","83,645.00"
"12","Long Term Debt","72,077.00","265,690.00","247,980.00","172,358.00","248,490.00","264,233.00","272,452.00","260,233.00","214,672.00","379,030.00"
"13","Net Operating Cash Flow","(5,286.00)","33,412.00","14,916.00","56,950.00","129,341.00","(15,396.00)","56,420.00","4,568.00","7,240.00","(115,062.00)"
"14","Capital Expenditures","(12,398.00)","(636.00)","(941.00)","(255.00)","(4,472.00)","(3,654.00)","(777.00)","(2,764.00)","(1,335.00)","(2,091.00)"
"15","Total Shares Outstanding (million)","975,315.00","975,315.00","975,315.00","975,315.00","991,026.00","992,564.00","992,564.00","1,031,960.11","1,037,127.00","1,488,847.00"
