"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","42,246.00","47,158.84","28,696.00","11,248.00","37,435.00","2,722.30","13,166.00","16,897.00","21,568.00","28,583.00"
"3","Pretax Income","11,704.00","5,001.24","1,408.00","(2,326.00)","1,471.00","2,415.96","(5,048.00)","(3,410.00)","5,346.00","4,455.00"
"4","Net Income","5,027.00","3,491.04","1,091.00","510.00","947.00","764.69","(4,535.00)","(3,441.00)","3,188.00","5,157.00"
"5","Cash & Short-Term Investments","22,764.00","139,168.61","88,999.00","80,426.00","54,309.00","38,375.00","31,814.00","26,184.00","26,242.00","23,332.00"
"6","Cash Only","22,754.00","19,402.61","17,712.00","36,582.00","14,498.00","23,130.00","25,352.00","26,173.00","26,231.00","21,304.00"
"7","Total Accounts Receivables","100,185.00","91,864.45","100,714.00","95,113.00","108,014.00","73,573.00","73,716.00","68,156.00","84,992.00","63,701.00"
"8","Inventories","806,344.00","810,887.39","819,580.00","825,242.00","828,823.00","831,625.00","825,688.00","832,074.00","811,541.00","770,975.00"
"9","Net Property, Plant & Equipment","156,065.00","164,706.96","173,990.00","175,603.00","195,882.00","215,049.00","215,285.00","229,599.00","229,608.00","232,775.00"
"10","Accrued Payable","482,500.00","405,604.97","441,184.00","433,284.00","467,031.00","513,030.00","404,964.00","403,513.00","383,438.00","428,987.00"
"11","Short Term Debt","35,518.00","49,337.14","48,906.00","48,669.00","50,175.00","49,495.00","50,629.00","49,585.00","242,314.00","245,960.00"
"12","Long Term Debt","214,242.00","227,179.50","224,582.00","227,066.00","223,039.00","218,190.00","259,311.00","273,591.00","87,097.00","79,113.00"
"13","Net Operating Cash Flow","59,493.00","(55,781.88)","(30,788.00)","(3,040.00)","24,002.00","46,904.00","(41,985.00)","(1,413.00)","1,175.00","8,813.00"
"14","Capital Expenditures","(16,453.00)","(16,980.62)","(11,297.00)","(3,706.00)","(22,242.00)","(20,782.00)","(6,916.00)","(14,258.00)","(4,036.00)","(7,409.00)"
"15","Total Shares Outstanding (million)","1,014,671.58","1,102,071.55","1,116,448.22","1,116,936.62","1,113,742.34","1,110,490.14","1,135,612.54","1,136,068.55","1,136,491.85","1,136,863.10"
