"1","Financial Year","31-12-2007","31-12-2008","31-12-2009","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","6,068,100.00","7,041,065.00","5,606,973.00","8,611,229.00","8,147,847.00","8,136,628.00","7,824,267.00","9,244,709.00","8,438,031.00","6,901,349.00"
"3","Pretax Income","448,414.00","(426,600.00)","610,965.00","17,805.00","1,050,177.00","1,710,194.00","1,140,562.00","848,791.00","503,342.00","203,993.00"
"4","Net Income","372,812.00","(260,106.00)","523,916.00","(19,198.00)","613,211.00","1,315,386.00","1,064,235.00","783,331.00","439,732.00","148,591.00"
"5","Cash & Short-Term Investments","256,291.00","331,888.00","30,228.00","184,001.00","1,511,001.00","1,040,344.00","3,625,474.00","3,412,113.00","3,915,740.00","4,158,003.00"
"6","Cash Only","-","89,280.00","21,494.00","-","-","-","658,694.00","485,096.00","780,542.00","1,102,582.00"
"7","Total Accounts Receivables","826,156.00","694,164.00","732,032.00","816,880.00","853,912.00","1,152,151.00","942,090.00","1,033,058.00","874,431.00","742,174.00"
"8","Inventories","947,800.00","624,447.00","969,436.00","1,264,355.00","1,187,285.00","1,147,072.00","1,153,472.00","1,507,657.00","1,324,854.00","1,294,003.00"
"9","Net Property, Plant & Equipment","3,763,422.00","3,837,793.00","3,490,819.00","3,249,773.00","3,596,368.00","4,378,823.00","5,339,448.00","5,360,287.00","5,465,202.00","5,567,133.00"
"10","Accrued Payable","-","-","-","642,006.00","605,509.00","590,182.00","-","-","-","-"
"11","Short Term Debt","786,313.00","802,159.00","139,914.00","302,161.00","71,347.00","75,365.00","-","-","12,320.00","12,103.00"
"12","Long Term Debt","861,250.00","1,012,251.00","808,524.00","116,716.00","72,206.00","-","-","-","47,488.00","37,774.00"
"13","Net Operating Cash Flow","535,531.00","266,063.00","696,792.00","409,061.00","1,803,702.00","1,968,800.00","1,741,379.00","873,308.00","1,072,714.00","1,073,687.00"
"14","Capital Expenditures","(292,045.00)","(115,777.00)","(75,969.00)","(154,482.00)","(157,608.00)","(1,001,013.00)","(1,470,993.00)","(681,331.00)","(536,689.00)","(825,660.00)"
"15","Total Shares Outstanding (million)","1,748,069.00","1,745,680.00","1,729,756.00","1,727,792.00","1,727,792.00","1,727,792.00","2,272,984.00","2,272,983.50","2,272,984.00","2,272,984.00"
