"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","5,758.00","9,937.73","27,228.77","66,656.18","152,147.84","261,114.26","257,389.67","383,568.78","465,080.23","375,144.25"
"3","Pretax Income","926.55","3,829.93","1,812.36","18,237.52","52,982.76","69,443.36","54,474.67","88,172.79","105,420.17","76,780.71"
"4","Net Income","909.47","2,514.84","1,338.24","16,818.02","43,968.49","53,411.11","43,018.87","66,635.25","75,476.45","58,679.00"
"5","Cash & Short-Term Investments","1,188.28","17,290.48","848.55","3,590.25","2,272.36","2,115.44","6,999.97","169,277.51","174,368.04","5,286.24"
"6","Cash Only","695.80","17,218.88","801.73","3,551.69","2,233.80","2,076.88","6,999.97","2,772.74","30,767.05","5,276.16"
"7","Total Accounts Receivables","23,180.61","1,780.26","1,282.72","13,661.29","52,262.25","99,064.75","156,395.79","127,059.96","110,606.91","142,195.41"
"8","Inventories","89,323.10","102,960.64","96,634.18","111,276.45","116,144.12","465,924.81","524,753.84","616,143.62","655,250.60","774,807.76"
"9","Net Property, Plant & Equipment","41,074.13","66,919.81","87,209.65","117,694.53","65,020.04","99,276.67","97,441.88","77,332.34","84,106.64","124,964.48"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","-","-","-","-","-","-","-","9,157.11","11,218.85","204,925.54"
"12","Long Term Debt","-","-","-","-","-","205,052.38","193,019.93","194,057.51","193,944.48","-"
"13","Net Operating Cash Flow","(38,878.27)","9,931.34","(17,177.98)","9,890.75","18,798.56","15,050.55","(29,211.54)","162,546.53","144,305.88","16,054.51"
"14","Capital Expenditures","(32,325.45)","(16,434.76)","(1,311.58)","(19,585.01)","(18,795.43)","(33,969.15)","(13,470.03)","(6,719.19)","(22,290.52)","(33,399.92)"
"15","Total Shares Outstanding (million)","452,356.00","452,356.00","452,356.00","452,355.00","452,354.00","730,011.00","990,494.00","1,003,276.63","1,008,185.48","1,009,709.34"
