"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","340,806.00","164,612.00","194,465.00","123,079.00","98,974.00","206,492.00","130,221.00","191,292.00","194,148.00","434,782.00"
"3","Pretax Income","38,895.00","(30,756.00)","5,656.00","19,839.00","(11,687.00)","(34,785.00)","(1,562.00)","(7,331.00)","(8,750.00)","27,656.00"
"4","Net Income","11,282.00","24,944.00","4,608.00","5,540.00","11,844.00","(23,822.00)","2,116.00","(8,651.00)","(6,067.00)","12,065.00"
"5","Cash & Short-Term Investments","115,392.00","147,398.00","294,453.00","277,855.00","215,941.00","133,811.00","115,147.00","124,550.00","152,240.00","143,929.00"
"6","Cash Only","74,030.00","114,539.00","103,110.00","115,191.00","57,139.00","48,473.00","55,672.00","35,470.00","79,066.00","-"
"7","Total Accounts Receivables","295,959.00","207,875.00","195,319.00","148,046.00","128,445.00","162,347.00","201,710.00","187,424.00","192,907.00","190,038.00"
"8","Inventories","26,404.00","26,067.00","146,061.00","163,141.00","194,719.00","142,054.00","138,168.00","131,763.00","110,096.00","121,783.00"
"9","Net Property, Plant & Equipment","81,219.00","83,112.00","73,816.00","67,947.00","63,490.00","61,953.00","33,419.00","34,184.00","29,083.00","63,958.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","104,040.00"
"11","Short Term Debt","80,582.00","10,374.00","13,594.00","9,693.00","24,988.00","60,887.00","40,743.00","19,444.00","28,319.00","37,986.00"
"12","Long Term Debt","263,078.00","20,917.00","84,951.00","68,312.00","48,062.00","5,741.00","7,638.00","8,132.00","6,564.00","2,604.00"
"13","Net Operating Cash Flow","(16,270.00)","(41,347.00)","(139,115.00)","43,244.00","(56,532.00)","(36,438.00)","(30,317.00)","43,203.00","(5,852.00)","31,437.00"
"14","Capital Expenditures","(65,217.00)","(30,009.00)","(1,708.00)","(2,581.00)","(2,695.00)","(3,144.00)","(3,813.00)","(1,554.00)","(496.00)","(9,079.00)"
"15","Total Shares Outstanding (million)","521,738.00","830,293.42","911,740.26","918,183.72","877,222.92","871,152.95","848,194.39","828,552.95","983,122.50","986,848.60"
