"1","Financial Year","31-01-2012","31-01-2013","31-01-2014","31-01-2015","31-01-2016","31-01-2017","31-01-2018","31-01-2019","31-01-2020","31-01-2021"
"2","Sales/Revenue","205,218.68","169,464.44","202,257.52","264,052.39","210,572.52","377,311.08","387,915.38","301,901.92","273,652.07","460,871.00"
"3","Pretax Income","6,599.92","(25,578.05)","8,665.76","(710.42)","12,295.18","15,287.71","(1,568.67)","3,923.91","4,561.43","10,802.00"
"4","Net Income","3,778.77","(24,568.95)","7,006.12","(2,054.86)","8,308.43","11,980.21","(1,795.73)","2,521.48","3,159.22","8,176.00"
"5","Cash & Short-Term Investments","30,204.92","29,361.44","14,738.18","27,480.22","19,279.18","24,082.17","52,960.47","39,376.35","33,293.16","51,859.00"
"6","Cash Only","30,204.92","29,361.44","14,738.18","27,480.22","19,279.18","24,082.17","52,960.47","39,376.35","33,293.16","51,859.00"
"7","Total Accounts Receivables","5,780.86","5,610.13","4,094.37","28,342.36","6,263.51","11,082.20","12,573.78","8,118.15","42,122.06","9,078.00"
"8","Inventories","38,329.45","33,860.41","30,190.87","20,604.09","38,001.93","54,456.31","47,991.11","27,884.88","27,739.77","26,089.00"
"9","Net Property, Plant & Equipment","56,686.60","107,024.99","103,216.16","99,581.14","104,966.67","98,562.94","92,638.51","23,135.70","40,364.31","51,063.00"
"10","Accrued Payable","3,561.73","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","29,695.13","29,969.27","17,990.41","32,863.16","46,184.01","51,902.78","68,374.27","36,420.11","62,511.65","39,174.00"
"12","Long Term Debt","35,228.84","25,546.99","17,178.74","8,465.39","-","-","-","-","14,297.55","22,359.00"
"13","Net Operating Cash Flow","(15,256.47)","8,990.40","6,700.80","7,682.17","(13,185.98)","(1,667.84)","15,445.05","18,897.00","(26,082.23)","48,025.00"
"14","Capital Expenditures","(1,750.50)","(710.04)","(987.98)","(1,099.53)","(427.71)","(200.41)","(152.99)","(680.19)","(3,618.34)","(14,092.00)"
"15","Total Shares Outstanding (million)","40,097.00","40,097.00","40,096.90","40,096.90","40,096.90","40,096.90","40,096.90","40,096.90","40,096.90","40,096.90"
