"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","584,344.00","662,447.00","481,146.00","546,588.00","627,518.00","660,229.00","566,552.00","595,798.00","613,020.00","861,885.00"
"3","Pretax Income","108,821.00","134,136.00","66,939.00","78,097.00","83,834.00","100,415.00","83,059.00","102,623.00","103,531.00","104,904.00"
"4","Net Income","83,131.00","97,703.00","50,766.00","54,611.00","63,742.00","72,720.00","63,113.00","71,618.00","78,675.00","71,455.00"
"5","Cash & Short-Term Investments","28,635.00","20,386.00","34,882.00","6,377.00","39,397.00","29,002.00","37,974.00","23,756.00","12,181.00","21,827.00"
"6","Cash Only","28,635.00","20,386.00","34,882.00","6,377.00","39,397.00","29,002.00","37,974.00","23,756.00","12,181.00","21,827.00"
"7","Total Accounts Receivables","253,072.00","411,169.00","354,681.00","375,268.00","378,255.00","400,319.00","352,478.00","380,254.00","425,360.00","724,570.00"
"8","Inventories","177,558.00","98,251.00","198,966.00","216,752.00","232,059.00","229,942.00","215,039.00","361,002.00","278,675.00","177,641.00"
"9","Net Property, Plant & Equipment","63,669.00","65,505.00","62,174.00","59,005.00","55,696.00","57,540.00","54,041.00","50,277.00","47,168.00","46,445.00"
"10","Accrued Payable","141,237.00","170,661.00","121,285.00","142,893.00","158,048.00","198,835.00","152,219.00","141,777.00","97,103.00","190,960.00"
"11","Short Term Debt","436,458.00","425,357.00","573,794.00","528,828.00","529,241.00","516,307.00","525,935.00","676,127.00","670,492.00","780,274.00"
"12","Long Term Debt","20,933.00","21,844.00","20,935.00","20,585.00","18,832.00","19,218.00","17,662.00","16,108.00","15,431.00","14,638.00"
"13","Net Operating Cash Flow","64,427.00","93,558.00","(34,792.00)","70,374.00","89,726.00","70,807.00","81,318.00","(99,478.00)","67,667.00","(14,685.00)"
"14","Capital Expenditures","(628.00)","(4,827.00)","(814.00)","(309.00)","(229.00)","(2,072.00)","(265.00)","(6.00)","(53.00)","(2,040.00)"
"15","Total Shares Outstanding (million)","285,530.00","285,530.00","285,530.00","285,530.00","285,530.00","285,530.00","285,530.00","285,530.00","285,530.00","285,530.00"
