"1","Financial Year","31-03-2011","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019","31-03-2020"
"2","Sales/Revenue","541,530.00","325,693.00","270,003.00","328,185.00","353,281.00","270,215.00","250,788.00","274,155.00","249,817.00","226,305.00"
"3","Pretax Income","(14,340.00)","(25,923.00)","28,957.00","(100,971.00)","(27,404.00)","(1,473.00)","(8,546.00)","9,002.00","(1,381.00)","(19,989.00)"
"4","Net Income","(15,024.00)","(31,797.00)","14,888.00","(95,509.00)","(32,091.00)","(3,643.00)","(7,576.00)","7,161.00","(4,686.00)","(20,421.00)"
"5","Cash & Short-Term Investments","30,859.00","47,375.00","56,576.00","34,112.00","60,214.00","77,722.00","28,806.00","22,587.00","31,495.00","17,838.00"
"6","Cash Only","30,859.00","47,375.00","49,552.00","29,028.00","48,359.00","77,633.00","28,716.00","22,534.00","31,457.00","17,819.00"
"7","Total Accounts Receivables","340,101.00","167,349.00","193,326.00","225,399.00","172,233.00","192,704.00","217,237.00","203,920.00","147,053.00","106,572.00"
"8","Inventories","49,582.00","53,360.00","47,067.00","38,539.00","24,110.00","19,284.00","21,503.00","23,845.00","21,327.00","18,696.00"
"9","Net Property, Plant & Equipment","122,993.00","99,938.00","94,749.00","97,956.00","100,162.00","135,021.00","115,656.00","116,608.00","133,808.00","137,907.00"
"10","Accrued Payable","-","-","-","-","-","-","246,975.00","227,384.00","182,433.00","154,899.00"
"11","Short Term Debt","72,817.00","74,234.00","57,566.00","52,979.00","60,665.00","58,205.00","52,342.00","52,516.00","60,889.00","68,799.00"
"12","Long Term Debt","931.00","1,110.00","177.00","-","1,873.00","2,080.00","66.00","281.00","463.00","3,500.00"
"13","Net Operating Cash Flow","(26,614.00)","24,706.00","32,505.00","(37,233.00)","3,323.00","(6,212.00)","(47,520.00)","(14,870.00)","37,929.00","(13,889.00)"
"14","Capital Expenditures","(4,341.00)","(12,762.00)","(3,723.00)","(11,962.00)","(6,529.00)","(2,161.00)","(3,635.00)","(4,283.00)","(3,268.00)","(3,599.00)"
"15","Total Shares Outstanding (million)","230,996.00","230,996.00","230,996.00","230,996.00","230,996.00","230,996.00","230,996.00","230,995.80","230,995.80","230,995.80"
