"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","-","-","-","-","-","-","-","-","3,566.79","2,659.45"
"3","Pretax Income","(4,281.93)","1,608.70","(4,507.84)","(3,423.00)","(5,382.53)","(3,514.21)","(3,405.06)","(5,474.44)","(1,781.66)","7,427.37"
"4","Net Income","(4,285.25)","1,460.24","(4,502.30)","(3,423.00)","(5,205.87)","(3,514.47)","(3,411.35)","(5,474.63)","(1,806.78)","7,427.29"
"5","Cash & Short-Term Investments","94,934.74","97,341.97","96,915.14","96,619.00","96,113.73","98,102.09","93,971.49","83,909.80","83,973.00","91,009.96"
"6","Cash Only","183.97","346.47","414.88","-","-","-","-","-","-","375.03"
"7","Total Accounts Receivables","200.68","155.32","144.49","93.00","698.82","49,724.91","49,140.39","49,139.57","49,133.00","15,764.41"
"8","Net Property, Plant & Equipment","59,339.77","57,411.41","56,925.52","56,255.00","56,127.79","55,544.77","116.84","159.35","103.00","58.49"
"9","Accrued Payable","-","-","-","4,843.00","4,694.23","605.57","687.17","787.97","1,145.00","573.23"
"10","Short Term Debt","-","-","-","-","-","-","5,772.08","6,006.86","6,043.00","5,692.87"
"11","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"12","Net Operating Cash Flow","(4,494.47)","(2,612.48)","(3,240.83)","(3,451.00)","(5,795.57)","(3,827.05)","(2,924.11)","(2,889.70)","(1,884.00)","(7,443.52)"
"13","Capital Expenditures","(1,207.18)","(10.80)","(194.70)","(4.00)","(123.15)","-","-","(126.96)","-","-"
"14","Total Shares Outstanding (million)","75,000.00","75,000.00","75,000.00","75,000.00","75,000.00","75,000.00","75,000.00","75,000.00","75,000.00","75,000.00"
