"1","Financial Year","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2","31-12-2021       3"
"2","Sales/Revenue","59,170.00","49,872.00","42,821.00","11,442.00","32,839.00","31,277.00","12,694.00","16,092.00","21,932.00","32,303.00"
"3","Pretax Income","16,651.00","7,311.00","26,057.00","(5,172.00)","5,121.00","23,348.00","(56,447.00)","2,308.00","1,653.00","2,557.00"
"4","Net Income","12,713.00","5,506.00","27,918.00","(5,430.00)","3,367.00","21,909.00","(50,163.00)","2,005.00","1,073.00","2,683.00"
"5","Cash & Short-Term Investments","72,946.00","69,138.00","58,441.00","51,446.00","56,906.00","60,768.00","81,811.00","53,432.00","45,752.00","67,138.00"
"6","Cash Only","59,457.00","54,460.00","42,805.00","39,034.00","38,617.00","40,423.00","68,449.00","48,077.00","43,665.00","52,610.00"
"7","Total Accounts Receivables","117,485.00","180,826.00","100,653.00","95,245.00","91,720.00","112,606.00","76,021.00","77,828.00","86,396.00","58,300.00"
"8","Inventories","166,429.00","168,378.00","461,680.00","140,587.00","142,650.00","142,519.00","193,494.00","194,048.00","197,433.00","197,234.00"
"9","Net Property, Plant & Equipment","60,140.00","59,579.00","61,856.00","387,814.00","6,522.00","6,907.00","6,759.00","6,785.00","7,204.00","6,520.00"
"10","Accrued Payable","-","42,724.00","69,836.00","61,543.00","64,112.00","52,340.00","59,193.00","68,894.00","64,926.00","56,385.00"
"11","Short Term Debt","110,241.00","115,194.00","83,645.00","76,884.00","76,783.00","99,207.00","98,057.00","113,509.00","116,679.00","133,010.00"
"12","Long Term Debt","247,330.00","302,733.00","379,030.00","392,942.00","393,237.00","390,209.00","389,263.00","361,020.00","361,583.00","367,466.00"
"13","Net Operating Cash Flow","(325.00)","(61,088.00)","(43,029.00)","(4,138.00)","(5,858.00)","(21,235.00)","17,471.00","(9,845.00)","5,895.00","(26,560.00)"
"14","Capital Expenditures","(1,051.00)","(139.00)","(642.00)","(2,411.00)","(7,909.00)","(6,250.00)","15,527.00","(101.00)","(31.00)","(104.00)"
"15","Total Shares Outstanding (million)","1,488,847.00","1,488,847.00","1,488,847.00","1,037,127.00","1,488,637.00","1,038,627.11","1,044,237.11","1,046,537.11","1,050,457.61","1,050,457.61"
