"1","Financial Year","31-03-2010","31-03-2011","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019"
"2","Sales/Revenue","279,110.00","298,480.00","300,174.00","305,145.00","348,382.00","378,014.00","375,207.00","372,101.00","284,646.00","244,720.00"
"3","Pretax Income","88,650.00","111,566.00","107,505.00","88,839.00","101,246.00","87,827.00","77,300.00","61,261.00","63,303.00","79,477.00"
"4","Net Income","60,692.00","79,486.00","71,907.00","58,229.00","67,700.00","55,761.00","51,282.00","37,715.00","36,110.00","57,446.00"
"5","Cash & Short-Term Investments","96,144.00","168,801.00","216,900.00","221,025.00","195,204.00","172,640.00","177,593.00","336,309.00","209,479.00","205,977.00"
"6","Cash Only","7,382.00","13,106.00","5,800.00","6,173.00","3,838.00","6,036.00","5,153.00","70,718.00","27,698.00","-"
"7","Total Accounts Receivables","95,942.00","76,565.00","54,635.00","81,120.00","101,850.00","174,660.00","163,846.00","90,035.00","112,414.00","110,800.00"
"8","Inventories","28,559.00","43,635.00","61,222.00","54,757.00","67,523.00","91,234.00","51,003.00","37,431.00","38,857.00","63,316.00"
"9","Net Property, Plant & Equipment","186,602.00","185,640.00","106,099.00","97,182.00","125,149.00","150,058.00","175,466.00","130,886.00","161,178.00","195,033.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","36,839.00"
"11","Short Term Debt","-","-","-","-","-","491.00","646.00","624.00","611.00","-"
"12","Long Term Debt","6,101.00","4,577.00","2,037.00","-","-","5,094.00","16,799.00","16,176.00","15,588.00","14,868.00"
"13","Net Operating Cash Flow","83,994.00","91,960.00","109,239.00","40,215.00","62,998.00","32,666.00","63,878.00","196,283.00","(34,298.00)","35,562.00"
"14","Capital Expenditures","(14,031.00)","(12,178.00)","(11,167.00)","(11,353.00)","(54,572.00)","(15,199.00)","(17,781.00)","(13,984.00)","(9,913.00)","(22,379.00)"
"15","Total Shares Outstanding (million)","241,407.00","241,407.00","241,407.00","241,411.00","241,411.00","241,412.00","241,328.00","241,151.83","240,953.23","240,127.23"
