"1","Financial Year","31-10-2019       3","31-01-2020       4","30-04-2020       1","31-07-2020       2","31-10-2020       3","31-01-2021       4","30-04-2021       1","31-07-2021       2","31-10-2021       3","31-01-2022       4"
"2","Sales/Revenue","56,746.00","74,942.33","43,186.00","41,404.00","67,808.00","70,499.62","62,488.00","48,425.00","51,641.00","54,601.00"
"3","Pretax Income","9,566.00","11,023.87","4,839.00","6,124.00","20,364.00","11,073.90","12,112.00","8,374.00","8,512.00","4,492.00"
"4","Net Income","4,968.00","2,344.52","1,919.00","3,763.00","14,407.00","6,712.18","7,281.00","5,355.00","4,342.00","4,279.00"
"5","Cash & Short-Term Investments","70,460.00","68,247.00","65,640.00","56,641.00","55,602.00","54,042.00","50,944.00","47,099.00","103,082.00","111,026.00"
"6","Cash Only","70,460.00","68,247.00","65,640.00","56,641.00","55,602.00","54,042.00","50,944.00","47,099.00","103,082.00","107,554.00"
"7","Total Accounts Receivables","49,718.00","56,807.00","67,533.00","47,625.00","63,314.00","62,298.00","69,660.00","82,279.00","74,153.00","66,370.00"
"8","Inventories","205,070.00","197,903.00","193,890.00","190,742.00","181,154.00","171,331.00","157,440.00","145,387.00","135,183.00","141,929.00"
"9","Net Property, Plant & Equipment","165,349.00","165,088.00","169,352.00","169,394.00","168,333.00","169,029.00","169,221.00","167,598.00","166,668.00","166,279.00"
"10","Accrued Payable","94,116.00","88,069.00","85,697.00","80,665.00","69,072.00","68,249.00","66,705.00","56,162.00","60,567.00","66,956.00"
"11","Short Term Debt","84,677.00","104,244.00","132,244.00","124,892.00","149,948.00","160,803.00","164,636.00","177,000.00","53,272.00","62,517.00"
"12","Long Term Debt","264,520.00","248,659.00","224,163.00","200,985.00","172,354.00","153,284.00","138,353.00","123,423.00","282,943.00","269,212.00"
"13","Net Operating Cash Flow","11,065.00","5,013.00","(5,700.00)","25,852.00","2,607.00","14,736.00","15,203.00","(592.00)","25,694.00","9,056.00"
"14","Capital Expenditures","(2,269.00)","(2,569.00)","(638.00)","(793.00)","(527.00)","(2,992.00)","(1,622.00)","(1,016.00)","(283.00)","(1,053.00)"
"15","Total Shares Outstanding (million)","279,418.70","279,418.70","279,418.70","279,418.70","279,418.70","279,418.70","279,418.70","279,418.70","279,418.70","279,418.70"
