"1","Financial Year","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","105,948.55","96,099.24","83,195.22","53,254.91","33,546.19","20,991.83","25,203.46","57,061.62","56,534.00","60,917.00"
"3","Pretax Income","(58,546.37)","(13,422.34)","3,710.67","(12,888.43)","(16,185.55)","(21,547.34)","(21,012.80)","(13,719.54)","(7,497.00)","(9,220.00)"
"4","Net Income","(36,413.89)","(13,442.38)","3,690.67","(12,888.43)","(16,185.55)","(21,715.14)","(21,673.99)","(16,472.80)","(6,489.00)","(8,226.00)"
"5","Cash & Short-Term Investments","10,542.44","6,229.35","52,984.45","45,078.28","37,092.09","66,539.75","13,598.00","12,730.20","12,456.00","16,840.00"
"6","Cash Only","2,665.43","3,825.00","1,165.86","-","-","-","-","-","12,456.00","16,840.00"
"7","Total Accounts Receivables","5,308.04","7,114.88","3,452.26","555.15","612.33","23,432.00","25,178.85","34,594.18","53,679.00","44,887.00"
"8","Inventories","20,671.19","17,446.70","20,163.75","13,382.71","9,453.68","77,543.37","86,164.12","106,340.29","111,716.00","106,277.00"
"9","Net Property, Plant & Equipment","115,247.01","105,009.58","23,417.36","21,525.43","20,073.44","62,436.09","30,345.73","29,211.66","27,377.00","25,657.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","23,252.00"
"11","Short Term Debt","22,325.31","25,657.81","3,618.58","-","-","102,526.36","113,844.29","133,487.06","143,999.00","149,069.00"
"12","Long Term Debt","25,484.38","15,775.18","-","-","-","14,347.20","29,547.91","82,850.40","103,480.00","98,332.00"
"13","Net Operating Cash Flow","3,230.32","3,857.30","(4,164.53)","(5,624.45)","(9,246.55)","(13,397.79)","(23,590.43)","(34,488.39)","(22,901.00)","14,604.00"
"14","Capital Expenditures","(192.17)","(52.11)","(130.89)","(34.05)","(35.29)","(138.23)","(156.66)","(167.21)","(29.00)","(24.00)"
"15","Total Shares Outstanding (million)","139,980.00","139,975.00","139,975.30","139,975.30","139,975.30","426,167.17","426,167.17","426,167.17","444,585.47","444,585.47"
