"1","Financial Year","31-05-2012","31-05-2013","31-05-2014","31-05-2015","31-05-2016","31-05-2017","31-05-2018","31-05-2019","31-05-2020","31-05-2021"
"2","Sales/Revenue","160,483.00","76,365.00","24,449.00","81,201.00","121,176.00","127,205.00","181,285.00","221,284.00","149,793.00","42,370.00"
"3","Pretax Income","15,410.00","26,706.00","33,117.00","8,064.00","20,249.00","20,433.00","50,260.00","31,553.00","22,685.00","12,770.00"
"4","Net Income","10,920.00","24,278.00","30,107.00","6,123.00","16,200.00","16,131.00","45,248.00","22,614.00","16,289.00","13,570.00"
"5","Cash & Short-Term Investments","1,845.00","1,356.00","4,519.00","6,326.00","7,225.00","20,229.00","31,274.00","60,270.00","24,215.00","7,679.00"
"6","Cash Only","1,845.00","845.00","2,785.00","2,880.00","6,079.00","19,666.00","31,274.00","51,554.00","24,211.00","7,670.00"
"7","Total Accounts Receivables","45,061.00","(489.00)","38,865.00","84,383.00","90,716.00","70,392.00","68,453.00","43,635.00","72,514.00","49,198.00"
"8","Inventories","44.00","9.00","24,718.00","64,826.00","55,009.00","268,269.00","104,732.00","85,504.00","35,456.00","73,969.00"
"9","Net Property, Plant & Equipment","2,732.00","5,237.00","5,029.00","5,700.00","2,224.00","3,266.00","2,618.00","2,115.00","2,195.00","2,966.00"
"10","Accrued Payable","96,202.00","56,966.00","-","-","79,437.00","131,873.00","-","-","-","-"
"11","Short Term Debt","23,651.00","6,525.00","4,722.00","5,658.00","6,578.00","67,346.00","44,330.00","13,091.00","13,024.00","17,893.00"
"12","Long Term Debt","96,597.00","89,433.00","115,527.00","136,839.00","98,610.00","180,593.00","183,841.00","161,024.00","149,888.00","172,210.00"
"13","Net Operating Cash Flow","32,457.00","28,013.00","(32,225.00)","(33,399.00)","42,398.00","(129,051.00)","(42,371.00)","108,271.00","(12,067.00)","(54,392.00)"
"14","Capital Expenditures","(2,173.00)","(3,066.00)","(1,169.00)","(1,309.00)","(336.00)","(537.00)","(215.00)","(138.00)","(389.00)","(50.00)"
"15","Total Shares Outstanding (million)","650,148.00","650,148.00","650,148.00","730,148.00","766,150.00","803,163.00","803,163.00","793,090.30","790,398.99","846,887.29"
