"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","67,809.00","43,310.00","19,174.00","59,825.00","9,598.00","19,649.00","7,537.00","9,882.00","3,454.00","3,473.00"
"3","Pretax Income","(4,565.00)","1,660.00","(7,258.00)","22,815.00","(2,834.00)","(11,206.00)","(5,776.00)","(4,530.00)","(10,885.00)","(10,005.00)"
"4","Net Income","(2,856.00)","397.00","(6,493.00)","12,658.00","(3,677.00)","(4,165.00)","(5,776.00)","(4,190.00)","(9,334.00)","(8,629.00)"
"5","Cash & Short-Term Investments","49,361.00","45,947.00","41,649.00","51,562.00","48,582.00","41,720.00","42,053.00","43,178.00","40,317.00","41,459.00"
"6","Cash Only","49,361.00","45,947.00","41,649.00","51,562.00","48,582.00","41,720.00","42,053.00","43,178.00","40,317.00","41,459.00"
"7","Total Accounts Receivables","439,629.00","447,292.00","463,148.00","477,668.00","187,670.00","176,731.00","167,484.00","143,697.00","147,608.00","143,153.00"
"8","Inventories","1,233,900.00","1,228,098.00","1,190,934.00","1,176,556.00","1,186,220.00","1,242,025.00","1,203,710.00","1,215,854.00","1,211,228.00","1,216,893.00"
"9","Net Property, Plant & Equipment","2,353.00","2,210.00","2,083.00","1,949.00","1,819.00","1,701.00","1,607.00","1,511.00","1,416.00","1,322.00"
"10","Accrued Payable","705,233.00","731,918.00","733,364.00","743,823.00","479,815.00","514,479.00","261,994.00","223,246.00","227,747.00","235,565.00"
"11","Short Term Debt","9,110.00","8,531.00","186,225.00","149,663.00","149,566.00","140,912.00","180,028.00","178,567.00","172,123.00","169,351.00"
"12","Long Term Debt","258,322.00","244,493.00","45,957.00","62,652.00","45,821.00","46,237.00","18.00","2.00","2.00","-"
"13","Net Operating Cash Flow","3,982.00","6,580.00","12,172.00","29,653.00","13,228.00","1,002.00","7,555.00","(37,695.00)","3,587.00","3,312.00"
"14","Capital Expenditures","-","(7.00)","(9.00)","-","-","-","(4.00)","-","-","-"
"15","Total Shares Outstanding (million)","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","921,127.74","921,127.74","921,127.74"
