"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","475,370.00","643,592.00","569,038.00","544,318.00","645,560.00","739,252.00","536,576.00","790,114.00","732,824.00","1,070,657.00"
"3","Pretax Income","18,532.00","81,094.00","90,692.00","38,795.00","65,752.00","127,970.00","86,980.00","169,918.00","166,327.00","247,200.00"
"4","Net Income","17,958.00","61,688.00","91,296.00","22,637.00","61,381.00","79,042.00","63,732.00","104,632.00","102,217.00","161,638.00"
"5","Cash & Short-Term Investments","1,961,839.00","1,555,093.00","1,499,209.00","1,394,670.00","1,580,021.00","1,543,887.00","1,389,465.00","1,520,410.00","1,543,161.00","1,630,330.00"
"6","Total Accounts Receivables","540,397.00","628,742.00","581,639.00","702,432.00","608,504.00","677,352.00","600,948.00","551,857.00","534,143.00","650,843.00"
"7","Inventories","309,320.00","299,525.00","287,456.00","263,995.00","217,288.00","177,465.00","213,426.00","193,263.00","246,015.00","191,664.00"
"8","Net Property, Plant & Equipment","5,254,032.00","5,328,690.00","4,964,301.00","5,265,827.00","5,151,758.00","5,231,651.00","5,249,338.00","5,253,218.00","5,315,067.00","5,331,059.00"
"9","Accrued Payable","394,977.00","379,101.00","337,585.00","380,336.00","385,336.00","386,614.00","394,978.00","360,117.00","418,886.00","430,960.00"
"10","Short Term Debt","748,753.00","487,884.00","426,444.00","398,271.00","304,379.00","305,965.00","292,118.00","323,271.00","334,300.00","347,501.00"
"11","Long Term Debt","2,121,366.00","2,109,334.00","2,138,562.00","2,098,281.00","2,353,216.00","2,296,867.00","2,299,398.00","2,261,146.00","2,227,328.00","2,179,687.00"
"12","Net Operating Cash Flow","116,485.00","47,644.00","124,897.00","37,371.00","226,678.00","60,927.00","145,866.00","309,417.00","253,260.00","242,680.00"
"13","Capital Expenditures","(102,045.00)","(146,694.00)","(78,457.00)","(68,226.00)","(85,284.00)","(67,672.00)","(48,684.00)","(111,830.00)","(81,405.00)","(77,520.00)"
"14","Total Shares Outstanding (million)","897,198.23","897,198.23","897,198.23","897,198.23","897,198.23","897,198.23","897,198.23","897,198.23","897,198.23","897,198.23"
