"1","Financial Year","30-09-2019       4","31-12-2019       1","31-03-2020       2","30-06-2020       3","30-09-2020       4","31-12-2020       1","31-03-2021       2","30-06-2021       3","30-09-2021       4","31-12-2021       1"
"2","Sales/Revenue","64,935.00","70,339.00","62,316.00","40,052.00","70,040.00","65,344.00","84,613.00","89,200.00","113,758.00","91,671.00"
"3","Pretax Income","18,599.00","17,766.00","(3,540.00)","(11,344.00)","3,958.00","3,091.00","3,841.00","(11,332.00)","(5,871.00)","(5,126.00)"
"4","Net Income","12,035.00","14,166.00","(3,757.00)","(10,855.00)","6,769.00","3,028.00","3,157.00","(11,323.00)","(2,671.00)","(6,040.00)"
"5","Cash & Short-Term Investments","66,718.00","62,365.00","55,800.00","47,792.00","82,563.00","40,776.00","33,280.00","26,630.00","24,995.00","12,166.00"
"6","Total Accounts Receivables","82,676.00","102,582.00","108,429.00","97,168.00","91,475.00","88,220.00","108,286.00","97,813.00","83,040.00","102,526.00"
"7","Inventories","41,814.00","44,016.00","43,581.00","48,533.00","46,184.00","59,826.00","79,406.00","85,528.00","72,339.00","65,410.00"
"8","Net Property, Plant & Equipment","328,170.00","325,777.00","323,464.00","327,125.00","336,281.00","349,049.00","362,159.00","367,103.00","363,326.00","357,026.00"
"9","Short Term Debt","15,001.00","15,141.00","16,403.00","16,991.00","17,183.00","19,532.00","34,850.00","31,393.00","31,456.00","32,833.00"
"10","Long Term Debt","50,953.00","47,520.00","49,075.00","48,104.00","45,563.00","43,407.00","40,548.00","42,630.00","37,524.00","31,492.00"
"11","Net Operating Cash Flow","(76,696.00)","3,687.00","(1,844.00)","(37.00)","34,540.00","(26,548.00)","(3,995.00)","861.00","18,773.00","(5,391.00)"
"12","Capital Expenditures","(13,130.00)","(6,056.00)","(7,543.00)","(8,756.00)","(13,869.00)","(19,422.00)","(20,170.00)","(14,893.00)","(7,511.00)","(2,105.00)"
"13","Total Shares Outstanding (million)","333,175.85","503,589.17","504,968.36","504,975.97","513,085.68","515,033.59","515,483.70","515,588.44","515,681.58","515,681.58"
