"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","83,521.43","97,580.10","100,747.09","123,837.11","114,619.66","83,109.39","63,636.83","79,642.37","87,344.00","73,690.00"
"3","Pretax Income","4,818.76","4,164.14","6,598.21","12,030.63","11,428.28","(11,402.72)","61.37","(26,224.69)","(26,307.00)","2,476.00"
"4","Net Income","3,065.72","3,017.41","1,974.16","6,288.39","5,556.83","(13,525.08)","(2,430.46)","(26,156.96)","(25,288.00)","227.00"
"5","Cash & Short-Term Investments","50,314.94","34,212.55","23,699.09","19,813.97","23,802.04","30,749.87","21,023.63","23,732.35","22,132.00","13,903.00"
"6","Cash Only","12,247.05","4,714.64","3,823.72","7,981.31","8,611.81","9,432.85","-","5,400.90","1,859.00","449.00"
"7","Total Accounts Receivables","39,661.12","33,938.67","35,748.91","55,544.00","63,051.85","34,227.61","50,135.46","23,364.71","24,046.00","36,815.00"
"8","Inventories","12,170.96","19,315.50","21,222.86","17,636.44","17,414.85","16,557.79","13,446.21","10,027.17","12,787.00","9,226.00"
"9","Net Property, Plant & Equipment","51,402.19","63,197.59","68,063.18","64,670.34","59,461.17","31,471.07","29,294.16","29,108.78","31,491.00","31,588.00"
"10","Accrued Payable","9,694.54","-","-","-","-","-","5,729.40","-","-","-"
"11","Short Term Debt","9,757.68","23,388.07","22,666.53","23,487.68","30,780.86","25,742.75","27,030.96","12,708.26","30,704.00","18,854.00"
"12","Long Term Debt","32,549.75","25,104.16","17,391.97","9,283.95","5,700.63","1,851.00","418.82","604.36","1,047.00","584.00"
"13","Net Operating Cash Flow","9,624.24","2,429.53","9,109.35","14,476.10","3,439.11","19,675.06","(9,869.24)","16,619.82","(13,218.00)","4,452.00"
"14","Capital Expenditures","(16,688.29)","(21,235.41)","(8,301.59)","(9,531.92)","(5,823.27)","(1,478.47)","(587.36)","(3,379.26)","(3,174.00)","(1,909.00)"
"15","Total Shares Outstanding (million)","160,000.00","159,830.00","160,000.00","160,000.00","160,000.00","159,789.80","159,689.80","175,658.70","218,515.80","229,680.80"
