"1","Financial Year","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2","31-12-2021       3","31-03-2022       4"
"2","Sales/Revenue","796,550.00","778,238.60","920,087.00","1,346,016.00","2,129,901.00","2,307,481.00","3,902,834.00","2,011,330.00","1,005,429.00","968,693.00"
"3","Pretax Income","159,697.00","136,752.31","272,819.00","682,961.00","1,345,873.00","1,511,730.00","2,879,093.00","1,187,351.00","352,393.00","218,376.00"
"4","Net Income","121,273.00","114,415.64","219,719.00","544,958.00","1,001,640.00","1,119,196.00","2,259,536.00","914,009.00","259,060.00","(197,904.00)"
"5","Cash & Short-Term Investments","205,023.00","304,996.00","717,020.00","1,650,548.00","2,143,315.00","2,668,739.00","3,405,303.00","5,009,587.00","3,047,430.00","2,378,127.00"
"6","Total Accounts Receivables","474,218.00","510,447.00","520,998.00","681,460.00","1,049,626.00","1,066,885.00","1,804,333.00","789,261.00","425,898.00","420,884.00"
"7","Inventories","276,039.00","276,102.00","251,152.00","271,440.00","360,323.00","646,738.00","634,401.00","471,755.00","515,398.00","396,967.00"
"8","Net Property, Plant & Equipment","2,157,789.00","2,195,525.00","2,199,105.00","2,244,602.00","2,332,727.00","2,415,858.00","2,553,110.00","2,773,324.00","3,042,667.00","3,115,700.00"
"9","Accrued Payable","105,855.00","112,259.00","106,957.00","116,170.00","146,638.00","-","-","-","-","-"
"10","Short Term Debt","83,619.00","87,582.00","67,853.00","103,756.00","106,506.00","105,043.00","98,697.00","103,542.00","100,045.00","103,939.00"
"11","Long Term Debt","174,625.00","190,949.00","174,693.00","288,208.00","255,550.00","241,655.00","227,250.00","203,176.00","163,335.00","139,848.00"
"12","Net Operating Cash Flow","164,464.00","207,202.00","449,757.00","814,436.00","857,133.00","966,359.00","1,622,349.00","1,874,838.00","265,265.00","(41,544.00)"
"13","Capital Expenditures","(88,803.00)","(76,992.00)","(36,326.00)","(78,917.00)","(121,680.00)","(124,400.00)","(172,525.00)","(255,874.00)","(307,775.00)","(111,084.00)"
"14","Total Shares Outstanding (million)","3,373,095.63","3,383,413.53","3,388,006.13","3,427,606.86","3,427,606.86","3,427,606.86","3,417,461.86","3,417,461.86","3,417,461.86","3,417,461.86"
