"1","Financial Year","30-06-2010","30-06-2011","30-06-2012","30-06-2013","30-06-2014","30-06-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","163,765.00","184,827.00","214,220.00","200,625.00","161,229.00","161,311.00","173,213.00","8,951.00","5,000.00","5,757.00"
"3","Pretax Income","(981.00)","4,928.00","11,867.00","(11,271.00)","2,178.00","(57,765.00)","(533.00)","(9,816.00)","(11,786.00)","(10,527.00)"
"4","Net Income","(2,354.00)","2,373.00","9,094.00","(13,829.00)","(493.00)","(60,018.00)","(2,174.00)","(9,387.00)","(11,836.00)","(10,412.00)"
"5","Cash & Short-Term Investments","16,936.00","17,721.00","33,022.00","22,561.00","15,036.00","12,970.00","7,859.00","3,435.00","38,999.00","34,826.00"
"6","Cash Only","11,710.00","12,113.00","25,843.00","12,249.00","14,339.00","11,743.00","6,143.00","3,278.00","2,947.00","873.00"
"7","Total Accounts Receivables","24,766.00","21,085.00","28,343.00","24,434.00","28,912.00","25,827.00","14,034.00","16,180.00","18,838.00","20,717.00"
"8","Inventories","1,607.00","2,704.00","2,328.00","2,079.00","1,161.00","1,406.00","627.00","422.00","-","-"
"9","Net Property, Plant & Equipment","84,691.00","91,544.00","86,442.00","78,497.00","74,636.00","24,141.00","14,324.00","11,849.00","4,861.00","4,766.00"
"10","Accrued Payable","303.00","745.00","7,183.00","7,975.00","6,200.00","10,867.00","2,526.00","3,732.00","-","-"
"11","Short Term Debt","4,000.00","2,222.00","4,142.00","1,190.00","4,246.00","5,110.00","-","600.00","-","-"
"12","Long Term Debt","8,000.00","7,778.00","6,671.00","5,489.00","4,249.00","2,974.00","-","-","-","-"
"13","Net Operating Cash Flow","(2,858.00)","14,748.00","18,444.00","6,598.00","(1,264.00)","4,441.00","(8,719.00)","(5,255.00)","(6,407.00)","(3,839.00)"
"14","Capital Expenditures","(25,010.00)","(12,299.00)","(4,371.00)","(14,905.00)","(3,560.00)","(4,494.00)","(169.00)","-","(1,430.00)","(330.00)"
"15","Total Shares Outstanding (million)","869,321.00","869,321.00","869,321.00","274,027.45","274,027.37","274,027.37","274,027.37","274,025.97","681,991.00","681,991.00"
