"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","36,412.00","42,283.00","44,048.00","35,905.00","37,716.00","27,531.00","18,944.00","47,154.00","43,325.00","39,959.00"
"3","Pretax Income","(490.00)","(113,858.00)","20,654.00","1,579.00","4,969.00","(59,975.00)","(707.00)","15,601.00","14,745.00","(11,458.00)"
"4","Net Income","3,275.00","(118,552.00)","20,384.00","(567.00)","4,109.00","(74,505.00)","(916.00)","12,301.00","11,781.00","(8,175.00)"
"5","Cash & Short-Term Investments","14,677.00","28,307.00","36,914.00","11,070.00","11,658.00","3,498.00","3,658.00","805.00","3,024.00","4,191.00"
"6","Cash Only","-","-","-","-","-","-","3,658.00","805.00","3,024.00","4,191.00"
"7","Total Accounts Receivables","362,580.00","265,677.00","264,351.00","281,413.00","292,358.00","275,612.00","274,250.00","299,091.00","321,393.00","310,079.00"
"8","Inventories","4,492.00","6,209.00","5,779.00","5,812.00","2,827.00","3,160.00","3,190.00","3,225.00","3,218.00","2,912.00"
"9","Net Property, Plant & Equipment","54,724.00","52,453.00","51,313.00","50,298.00","49,076.00","41,346.00","40,685.00","40,107.00","39,527.00","38,942.00"
"10","Accrued Payable","108,029.00","42,860.00","39,963.00","37,730.00","42,245.00","56,979.00","43,369.00","55,339.00","61,265.00","58,550.00"
"11","Short Term Debt","298,931.00","230,429.00","227,387.00","221,200.00","221,137.00","236,847.00","236,765.00","215,623.00","220,404.00","204,301.00"
"12","Long Term Debt","11,764.00","79,349.00","78,964.00","78,625.00","78,214.00","62,028.00","61,165.00","80,882.00","75,851.00","90,529.00"
"13","Net Operating Cash Flow","(13,236.00)","13,149.00","11,897.00","(19,318.00)","720.00","(11,018.00)","1,107.00","(1,424.00)","1,957.00","2,834.00"
"14","Capital Expenditures","(99.00)","(47.00)","(9.00)","(111.00)","4.00","(75.00)","(4.00)","(10.00)","(3.00)","(168.00)"
"15","Total Shares Outstanding (million)","248,458.00","248,458.00","248,458.00","248,458.00","248,458.00","248,458.00","248,458.00","248,458.00","248,458.00","248,458.00"
