"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","111,839.00","110,086.00","119,550.00","78,831.00","115,476.00","132,071.00","219,506.00","367,318.00","154,038.00","104,909.00"
"3","Pretax Income","34,443.00","36,602.00","42,162.00","20,305.00","22,458.00","11,531.00","37,978.00","17,954.00","(6,821.00)","(6,483.00)"
"4","Net Income","33,642.00","37,231.00","42,061.00","20,226.00","17,226.00","8,884.00","18,208.00","(21,753.00)","(17,171.00)","9,985.00"
"5","Cash & Short-Term Investments","48,056.00","62,568.00","71,529.00","137,717.00","128,774.00","109,364.00","71,286.00","7,206.00","12,387.00","40,593.00"
"6","Cash Only","34,260.00","28,393.00","29,166.00","4,244.00","5,206.00","6,131.00","13,191.00","2,950.00","12,347.00","5,301.00"
"7","Total Accounts Receivables","23,383.00","23,622.00","28,211.00","23,254.00","53,128.00","61,636.00","48,080.00","225,116.00","233,639.00","313,589.00"
"8","Inventories","3,614.00","2,470.00","1,941.00","1,012.00","1,755.00","2,512.00","840.00","-","-","-"
"9","Net Property, Plant & Equipment","9,325.00","10,852.00","11,568.00","13,130.00","12,964.00","12,086.00","37,246.00","19,171.00","23,194.00","10,684.00"
"10","Accrued Payable","1,349.00","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","381.00","310.00","328.00","274.00","92.00","73.00","878.00","27,075.00","29,884.00","3,874.00"
"12","Long Term Debt","1,903.00","1,333.00","1,033.00","763.00","623.00","309.00","21,976.00","36,446.00","24,315.00","20,427.00"
"13","Net Operating Cash Flow","26,471.00","41,945.00","34,820.00","16,255.00","2,590.00","(683.00)","(7,478.00)","(72,253.00)","(16,994.00)","6,318.00"
"14","Capital Expenditures","(4,306.00)","(3,709.00)","(2,072.00)","(3,920.00)","(3,487.00)","(2,650.00)","(29,372.00)","(16,220.00)","(499.00)","(1,793.00)"
"15","Total Shares Outstanding (million)","440,000.00","440,000.00","440,000.00","484,000.00","483,345.00","482,678.00","482,301.50","482,301.50","530,531.50","787,425.50"
