"1","Financial Year","30-06-2019       1","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2"
"2","Sales/Revenue","31,044.00","19,362.00","25,160.00","19,564.62","21,223.00","26,726.00","15,602.00","32,304.43","31,799.00","43,650.00"
"3","Pretax Income","8,608.00","1,731.00","(2,607.00)","(205,274.97)","2,749.00","2,491.00","(23,112.00)","7,310.19","4,591.00","11,921.00"
"4","Net Income","8,248.00","1,191.00","(6,076.00)","(184,344.24)","1,880.00","1,452.00","(21,749.00)","4,283.40","3,204.00","9,006.00"
"5","Cash & Short-Term Investments","17,827.00","8,883.00","7,833.00","9,144.00","3,201.00","3,698.00","4,340.00","2,284.00","2,905.00","10,472.00"
"6","Cash Only","16,134.00","7,190.00","6,140.00","-","-","-","-","-","2,813.00","10,380.00"
"7","Total Accounts Receivables","32,588.00","30,454.00","27,928.00","6,303.00","6,067.00","12,676.00","11,889.00","14,733.00","13,335.00","12,012.00"
"8","Inventories","5,493.00","6,111.00","3,306.00","3,924.00","5,532.00","4,605.00","4,522.00","4,555.00","4,743.00","5,279.00"
"9","Net Property, Plant & Equipment","72,617.00","73,547.00","77,696.00","80,667.00","70,774.00","73,561.00","59,620.00","61,726.00","63,693.00","62,558.00"
"10","Accrued Payable","12,498.00","11,045.00","11,837.00","20,067.00","13,564.00","13,765.00","21,028.00","21,822.00","23,042.00","18,823.00"
"11","Short Term Debt","16,077.00","10,643.00","11,854.00","11,097.00","13,083.00","13,481.00","13,051.00","10,239.00","9,811.00","5,559.00"
"12","Long Term Debt","8,320.00","7,741.00","10,716.00","11,688.00","12,163.00","11,411.00","11,745.00","11,960.00","11,810.00","11,829.00"
"13","Net Operating Cash Flow","11,011.00","987.00","2,197.00","8,201.00","(6,052.00)","633.00","5,706.00","5,341.00","5,423.00","13,537.00"
"14","Capital Expenditures","(4,723.00)","(3,354.00)","(2,230.00)","(3,984.00)","(192.00)","(2,188.00)","(2,708.00)","(2,554.00)","(2,922.00)","(1,561.00)"
"15","Total Shares Outstanding (million)","1,223,666.86","1,224,922.06","1,225,062.06","1,225,062.06","1,226,062.06","1,231,325.46","1,231,325.46","1,231,940.46","1,232,140.46","1,232,590.46"
