"1","Financial Year","30-04-2012","30-04-2013","30-04-2014","30-04-2015","30-04-2016","30-04-2017","30-04-2018","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","3,607,754.00","3,628,362.00","4,340,839.00","5,288,356.00","5,563,227.00","5,731,396.00","5,660,587.00","6,579,655.00","4,635,664.00","4,829,148.00"
"3","Pretax Income","579,150.00","569,526.00","509,722.00","534,012.00","445,658.00","376,141.00","377,233.00","419,386.00","226,816.00","282,909.00"
"4","Net Income","403,838.00","391,085.00","328,706.00","361,610.00","308,640.00","237,131.00","229,658.00","226,848.00","132,697.00","181,234.00"
"5","Cash & Short-Term Investments","409,606.00","433,234.00","489,570.00","427,299.00","530,453.00","384,052.00","415,272.00","419,551.00","307,735.00","202,065.00"
"6","Cash Only","44,890.00","68,860.00","144,774.00","114,801.00","130,865.00","134,622.00","128,149.00","145,546.00","-","109,655.00"
"7","Total Accounts Receivables","55,294.00","128,240.00","214,287.00","233,585.00","321,798.00","472,024.00","445,056.00","400,447.00","525,252.00","426,775.00"
"8","Inventories","14,082.00","16,878.00","267,923.00","364,042.00","467,013.00","382,909.00","406,768.00","486,267.00","440,523.00","325,873.00"
"9","Net Property, Plant & Equipment","131,139.00","121,864.00","165,398.00","166,478.00","217,226.00","214,658.00","183,036.00","191,538.00","515,198.00","629,040.00"
"10","Accrued Payable","47,863.00","-","-","-","-","-","-","-","437,038.00","-"
"11","Short Term Debt","294.00","150,440.00","334,430.00","200,554.00","136,634.00","591,772.00","626,865.00","366,591.00","447,117.00","583,661.00"
"12","Long Term Debt","550,694.00","400,927.00","400,000.00","496,458.00","695,000.00","551,974.00","532,875.00","756,737.00","1,013,705.00","790,209.00"
"13","Net Operating Cash Flow","483,513.00","407,762.00","384,425.00","390,660.00","397,754.00","283,771.00","311,616.00","357,163.00","184,516.00","508,329.00"
"14","Capital Expenditures","(20,113.00)","(15,345.00)","(28,301.00)","(28,215.00)","(76,470.00)","(29,606.00)","(32,519.00)","(55,782.00)","(77,535.00)","(81,563.00)"
"15","Total Shares Outstanding (million)","1,352,397.00","1,374,431.00","1,357,745.42","1,353,993.82","1,347,972.00","1,347,972.00","1,347,000.00","1,347,000.00","1,350,875.00","1,341,900.00"
