"1","Financial Year","31-01-2012","31-01-2013","31-01-2014","31-01-2015","31-01-2016","31-01-2017","31-01-2018","31-01-2019","31-01-2020","31-01-2021"
"2","Sales/Revenue","14,898.05","12,994.40","10,853.90","12,707.30","12,900.41","10,933.18","13,204.03","12,966.70","14,073.40","27,824.00"
"3","Pretax Income","(68,058.32)","(12,964.61)","(1,982.39)","646.16","762.88","(3,830.55)","113.59","(761.63)","(688.49)","691.00"
"4","Net Income","(56,232.79)","(12,489.16)","(1,897.17)","503.47","764.79","(3,876.98)","79.02","(886.67)","(789.49)","468.00"
"5","Cash & Short-Term Investments","540.34","1,150.11","189.54","96.52","1,478.51","2,409.01","6,411.37","6,365.11","4,198.54","2,863.00"
"6","Cash Only","540.34","1,150.11","189.54","96.52","1,478.51","2,409.01","3,392.37","6,365.11","4,198.54","1,862.00"
"7","Total Accounts Receivables","2,352.09","4,962.92","1,830.80","1,560.50","1,519.05","1,499.83","1,668.59","1,677.27","2,561.62","4,712.00"
"8","Inventories","6,938.70","5,021.97","4,796.12","5,295.86","4,778.26","3,667.73","3,500.56","1,815.65","2,102.16","2,421.00"
"9","Net Property, Plant & Equipment","78,498.34","49,639.15","45,357.84","43,090.31","40,866.91","37,879.03","37,519.50","36,836.72","37,709.37","37,015.00"
"10","Accrued Payable","123.52","50.74","-","1,499.56","856.12","1,535.33","1,352.63","-","-","-"
"11","Short Term Debt","15,257.58","10,024.81","4,926.22","1,480.04","-","-","-","-","204.40","217.00"
"12","Long Term Debt","3,090.15","1,560.15","-","-","-","-","-","-","276.24","59.00"
"13","Net Operating Cash Flow","481.42","(1,637.82)","3,675.04","3,661.97","2,892.65","1,341.71","793.90","(25.03)","(1,266.67)","(1,164.00)"
"14","Capital Expenditures","(265.18)","(49.11)","(63.47)","(308.80)","(30.62)","(440.96)","(552.39)","(47.51)","(691.76)","(46.00)"
"15","Total Shares Outstanding (million)","72,335.00","72,335.00","72,334.50","72,334.50","72,334.50","72,324.50","79,556.90","79,556.90","79,556.90","79,556.90"
