"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","15,320.72","11,417.33","13,692.58","16,596.28","25,356.01","5,397.22","241.00","74.00","-","1,920.00"
"3","Pretax Income","(4,660.58)","(2,450.92)","(1,320.98)","(2,899.84)","4,389.29","(56,894.44)","(1,633.00)","(366.00)","(273.00)","125.00"
"4","Net Income","(4,402.33)","(2,450.92)","(1,321.92)","(2,899.84)","4,406.23","(56,830.80)","(1,525.00)","(366.00)","(273.00)","130.00"
"5","Cash & Short-Term Investments","5,304.91","9,338.16","5,514.98","2,331.50","4,967.43","133.05","90.00","94.00","94.00","136.00"
"6","Cash Only","3,343.86","7,602.12","4,180.08","2,331.50","4,902.64","133.05","90.00","94.00","94.00","136.00"
"7","Total Accounts Receivables","17,885.72","13,088.94","11,891.65","12,427.43","28,518.07","404.43","65.00","57.00","57.00","1,000.00"
"8","Inventories","500.49","899.30","1,001.55","1,042.56","1,697.16","-","-","-","-","-"
"9","Net Property, Plant & Equipment","2,675.92","2,459.37","2,432.97","1,081.61","22,126.30","11.60","13.00","13.00","13.00","31.00"
"10","Short Term Debt","-","62.00","62.00","-","29.90","13.74","14.00","14.00","14.00","-"
"11","Long Term Debt","-","227.33","165.32","-","-","-","-","-","-","-"
"12","Net Operating Cash Flow","(3,443.38)","1,995.35","(2,910.34)","(6,363.54)","(8,459.00)","17,489.30","630.00","4.00","-","154.00"
"13","Capital Expenditures","(424.61)","(247.76)","(846.53)","(63.27)","(11,431.08)","(16,556.74)","(1.00)","-","-","(31.00)"
"14","Total Shares Outstanding (million)","300,000.00","300,000.00","300,000.00","330,000.00","513,000.00","513,000.00","513,000.00","513,000.00","513,000.00","513,000.00"
